,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2010-11,21,CLE,NBA,SG,54,933,13%,84%,4%,,,-13.3,-4.9,28,25,37,4,39,6,195,5,27
2011-12,22,CLE,NBA,SG,26,456,4%,96%,1%,,,-6.9,+0.6,10,7,12,4,27,1,67,6,12
2013-14,24,LAL,NBA,SG,9,180,43%,51%,6%,,,-11.0,-5.1,4,2,7,1,9,0,28,6,6
2016-17,27,DAL,NBA,SG,4,25,49%,51%,,,,-45.6,-42.6,2,0,1,0,2,0,5,0,3
Career,,,NBA,,93,1594,14%,83%,3%,,,-11.7,-3.9,44,34,57,9,77,7,295,17,48
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,CLE,NBA,,80,1389,10%,88%,3%,,,-11.2,-3.1,38,32,49,8,66,7,262,11,39
1 season,,LAL,NBA,,9,180,43%,51%,6%,,,-11.0,-5.1,4,2,7,1,9,0,28,6,6
1 season,,DAL,NBA,,4,25,49%,51%,,,,-45.6,-42.6,2,0,1,0,2,0,5,0,3
