,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1955-56,25,NYK,NBA,,7,,10,13,,,6,19
1956-57,26,MNL,NBA,,9,,12,15,,,6,25
1957-58,27,DET,NBA,,8,,12,15,,,,22
1958-59,28,DET,NBA,,10,,15,21,,,,26
1959-60,29,DET,NBA,,13,,15,16,,,,38
1960-61,30,DET,NBA,,8,,20,,,,,32
1961-62,31,DET,NBA,,9,,8,,,,,21
1962-63,32,DET,NBA,,8,,7,,,,,23
Career,,,,,13,,20,,,,,38
6 Seasons,,DET,NBA,,13,,20,,,,,38
1 Season,,MNL,NBA,,9,,12,15,,,6,25
1 Season,,NYK,NBA,,7,,10,13,,,6,19
