Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1956-57,26,MNL,NBA,C,5,NA,177,24,57,0.421,20,27,0.741,74,5,26,68
1957-58,27,DET,NBA,C,7,NA,286,37,101,0.366,37,56,0.661,97,4,38,111
1958-59,28,DET,NBA,C,3,NA,113,15,30,0.5,13,17,0.765,40,3,15,43
1959-60,29,DET,NBA,C,2,NA,78,16,31,0.516,16,22,0.727,33,2,9,48
1960-61,30,DET,NBA,C,5,NA,152,20,53,0.377,10,18,0.556,49,11,25,50
1961-62,31,DET,NBA,C,10,NA,347,39,91,0.429,46,61,0.754,138,24,52,124
1962-63,32,DET,NBA,C,3,NA,8,0,0,NA,3,3,1,1,2,3,3
Career,NA,,NBA,,35,NA,1161,151,363,0.416,145,204,0.711,432,51,168,447
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,DET,NBA,,30,NA,984,127,306,0.415,125,177,0.706,358,46,142,379
1 season,NA,MNL,NBA,,5,NA,177,24,57,0.421,20,27,0.741,74,5,26,68
