Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1955-56,25,NYK,NBA,C,60,1290,13.8,0.491,0.638,NA,NA,NA,NA,NA,1.9,0.9,2.8,0.104
1956-57,26,MNL,NBA,C,71,1866,15.7,0.453,0.612,NA,NA,NA,NA,NA,1.8,2.4,4.2,0.108
1957-58,27,DET,NBA,C,72,2184,13.6,0.42,0.46,NA,NA,NA,NA,NA,0.2,2.2,2.4,0.052
1958-59,28,DET,NBA,C,72,2338,13.9,0.423,0.5,NA,NA,NA,NA,NA,-0.1,3.3,3.2,0.066
1959-60,29,DET,NBA,C,66,2140,15.5,0.459,0.583,NA,NA,NA,NA,NA,1.8,2.1,3.9,0.087
1960-61,30,DET,NBA,C,73,2044,16.3,0.484,0.567,NA,NA,NA,NA,NA,2.4,1.4,3.7,0.088
1961-62,31,DET,NBA,C,77,1896,13.6,0.464,0.45,NA,NA,NA,NA,NA,1,2.3,3.3,0.084
1962-63,32,DET,NBA,C,62,913,10,0.423,0.537,NA,NA,NA,NA,NA,-0.5,1,0.5,0.027
Career,NA,,NBA,,553,14671,14.4,0.451,0.536,NA,NA,NA,NA,NA,8.5,15.6,24,0.079
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,DET,NBA,,422,11515,14.2,0.447,0.515,NA,NA,NA,NA,NA,4.8,12.3,17,0.071
1 season,NA,MNL,NBA,,71,1866,15.7,0.453,0.612,NA,NA,NA,NA,NA,1.8,2.4,4.2,0.108
1 season,NA,NYK,NBA,,60,1290,13.8,0.491,0.638,NA,NA,NA,NA,NA,1.9,0.9,2.8,0.104
