Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1965-66,22,LAL,NBA,SF,30,NA,171,4.8,18.7,0.258,NA,NA,NA,4.8,18.7,0.258,2.9,4.2,0.7,NA,NA,9.5,2.3,NA,6.9,12.6
1967-68,24,ANA,ABA,SF,62,NA,1311,7.4,17,0.437,0,0.1,0.25,7.4,16.9,0.438,3.7,5.5,0.675,NA,NA,9.1,1.7,2.8,4.3,18.6
1968-69,25,TOT,ABA,SF,63,NA,717,5.7,14.8,0.384,0.5,1.5,0.345,5.2,13.3,0.389,4.5,6.4,0.701,2.5,4,6.5,1.9,3.7,4.9,16.3
1968-69,25,DNR,ABA,SF,11,NA,135,3.2,9.1,0.353,0,0,NA,3.2,9.1,0.353,4.3,6.4,0.667,1.9,2.9,4.8,2.4,4,2.1,10.7
1968-69,25,INA,ABA,SF,52,NA,582,6.2,16.1,0.388,0.6,1.8,0.345,5.6,14.3,0.394,4.5,6.4,0.709,2.6,4.3,6.9,1.7,3.6,5.6,17.6
1969-70,26,TOT,ABA,SF,10,NA,78,3.2,10.6,0.304,1.4,2.3,0.6,1.8,8.3,0.222,2.3,4.6,0.5,2.8,5.1,7.8,1.8,3.7,8.3,10.2
1969-70,26,INA,ABA,SF,3,NA,26,1.4,8.3,0.167,0,0,NA,1.4,8.3,0.167,1.4,2.8,0.5,1.4,11.1,12.5,2.8,1.4,11.1,4.2
1969-70,26,KEN,ABA,SF,7,NA,52,4.2,11.8,0.353,2.1,3.5,0.6,2.1,8.3,0.25,2.8,5.5,0.5,3.5,2.1,5.5,1.4,4.8,6.9,13.2
Career,NA,,TOT,,165,NA,2277,6.5,16.2,0.404,0.2,0.6,0.368,6.3,15.6,0.405,3.8,5.6,0.681,2.5,4.1,8.3,1.8,3.2,4.8,17.2
,NA,,ABA,,135,NA,2106,6.7,16,0.417,0.2,0.6,0.368,6.4,15.4,0.419,3.9,5.8,0.68,2.5,4.1,8.2,1.8,3.2,4.6,17.5
,NA,,NBA,,30,NA,171,4.8,18.7,0.258,NA,NA,NA,4.8,18.7,0.258,2.9,4.2,0.7,NA,NA,9.5,2.3,NA,6.9,12.6
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,ANA,ABA,,62,NA,1311,7.4,17,0.437,0,0.1,0.25,7.4,16.9,0.438,3.7,5.5,0.675,NA,NA,9.1,1.7,2.8,4.3,18.6
2 seasons,NA,INA,ABA,,55,NA,608,6,15.8,0.383,0.6,1.7,0.345,5.4,14,0.388,4.4,6.2,0.705,2.5,4.6,7.1,1.8,3.6,5.8,17.1
1 season,NA,LAL,NBA,,30,NA,171,4.8,18.7,0.258,NA,NA,NA,4.8,18.7,0.258,2.9,4.2,0.7,NA,NA,9.5,2.3,NA,6.9,12.6
1 season,NA,DNR,ABA,,11,NA,135,3.2,9.1,0.353,0,0,NA,3.2,9.1,0.353,4.3,6.4,0.667,1.9,2.9,4.8,2.4,4,2.1,10.7
1 season,NA,KEN,ABA,,7,NA,52,4.2,11.8,0.353,2.1,3.5,0.6,2.1,8.3,0.25,2.8,5.5,0.5,3.5,2.1,5.5,1.4,4.8,6.9,13.2
