Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1968-69,25,INA,ABA,SF,9,NA,85,8,18.6,0.432,1.7,4.2,0.4,6.4,14.4,0.441,1.7,2.5,0.667,NA,NA,8.9,1.3,1.7,5.5,19.5
Career,NA,,ABA,,9,NA,85,8,18.6,0.432,1.7,4.2,0.4,6.4,14.4,0.441,1.7,2.5,0.667,NA,NA,8.9,1.3,1.7,5.5,19.5
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,INA,ABA,,9,NA,85,8,18.6,0.432,1.7,4.2,0.4,6.4,14.4,0.441,1.7,2.5,0.667,NA,NA,8.9,1.3,1.7,5.5,19.5
