Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1965-66,22,LAL,NBA,SF,30,,5.7,0.8,3.0,.258,,,,0.8,3.0,.258,.258,0.5,0.7,.700,,,1.5,0.4,,1.1,2.0
1966-67,23,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
1967-68,24,ANA,ABA,SF,62,,21.1,4.4,10.0,.437,0.0,0.1,.250,4.4,9.9,.438,.438,2.2,3.2,.675,,,5.4,1.0,1.7,2.5,10.9
1968-69,25,TOT,ABA,SF,63,,11.4,1.8,4.7,.384,0.2,0.5,.345,1.6,4.2,.389,.401,1.4,2.0,.701,0.8,1.3,2.0,0.6,1.2,1.6,5.2
1968-69,25,DNR,ABA,SF,11,,12.3,1.1,3.1,.353,0.0,0.0,,1.1,3.1,.353,.353,1.5,2.2,.667,0.6,1.0,1.6,0.8,1.4,0.7,3.6
1968-69,25,INA,ABA,SF,52,,11.2,1.9,5.0,.388,0.2,0.6,.345,1.8,4.4,.394,.408,1.4,2.0,.709,0.8,1.3,2.1,0.5,1.1,1.7,5.5
1969-70,26,TOT,ABA,SF,10,,7.8,0.7,2.3,.304,0.3,0.5,.600,0.4,1.8,.222,.370,0.5,1.0,.500,0.6,1.1,1.7,0.4,0.8,1.8,2.2
1969-70,26,INA,ABA,SF,3,,8.7,0.3,2.0,.167,0.0,0.0,,0.3,2.0,.167,.167,0.3,0.7,.500,0.3,2.7,3.0,0.7,0.3,2.7,1.0
1969-70,26,KEN,ABA,SF,7,,7.4,0.9,2.4,.353,0.4,0.7,.600,0.4,1.7,.250,.441,0.6,1.1,.500,0.7,0.4,1.1,0.3,1.0,1.4,2.7
Career,NA,,TOT,,165,,13.8,2.5,6.2,.404,0.1,0.3,.368,2.4,6.0,.405,.410,1.5,2.2,.681,0.8,1.2,3.2,0.7,1.4,1.8,6.6
,NA,,ABA,,135,,15.6,2.9,6.9,.417,0.1,0.3,.368,2.8,6.7,.419,.425,1.7,2.5,.680,0.8,1.2,3.5,0.8,1.4,2.0,7.6
,NA,,NBA,,30,,5.7,0.8,3.0,.258,,,,0.8,3.0,.258,.258,0.5,0.7,.700,,,1.5,0.4,,1.1,2.0
,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
1 season,NA,ANA,ABA,,62,,21.1,4.4,10.0,.437,0.0,0.1,.250,4.4,9.9,.438,.438,2.2,3.2,.675,,,5.4,1.0,1.7,2.5,10.9
2 seasons,NA,INA,ABA,,55,,11.1,1.9,4.8,.383,0.2,0.5,.345,1.7,4.3,.388,.402,1.3,1.9,.705,0.8,1.4,2.2,0.5,1.1,1.8,5.2
1 season,NA,LAL,NBA,,30,,5.7,0.8,3.0,.258,,,,0.8,3.0,.258,.258,0.5,0.7,.700,,,1.5,0.4,,1.1,2.0
1 season,NA,DNR,ABA,,11,,12.3,1.1,3.1,.353,0.0,0.0,,1.1,3.1,.353,.353,1.5,2.2,.667,0.6,1.0,1.6,0.8,1.4,0.7,3.6
1 season,NA,KEN,ABA,,7,,7.4,0.9,2.4,.353,0.4,0.7,.600,0.4,1.7,.250,.441,0.6,1.1,.500,0.7,0.4,1.1,0.3,1.0,1.4,2.7
