Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,,OWS,DWS,WS,WS/48
1965-66,22,LAL,NBA,SF,30,171,3.9,0.307,NA,0.225,NA,NA,NA,8,NA,NA,NA,-0.7,0.1,-0.6,-0.166
1967-68,24,ANA,ABA,SF,62,1311,15,0.479,0.006,0.323,NA,NA,11.1,7.5,12.7,22.3,NA,1.3,0.4,1.7,0.061
1968-69,25,TOT,ABA,SF,63,717,9.2,0.464,0.099,0.432,NA,NA,7.9,6.8,17.5,21.2,NA,0,0.6,0.7,0.045
1968-69,25,DNR,ABA,SF,11,135,6,0.449,0,0.706,NA,NA,6.1,8.2,25.2,16.5,NA,0,0.1,0.1,0.027
1968-69,25,INA,ABA,SF,52,582,9.9,0.467,0.112,0.396,NA,NA,8.3,6.5,16.2,22.3,NA,0.1,0.5,0.6,0.05
1969-70,26,TOT,ABA,SF,10,78,1.8,0.401,0.217,0.435,NA,NA,9.7,6.4,22.6,16.7,NA,-0.1,0.1,0,-0.007
1969-70,26,INA,ABA,SF,3,26,-0.8,0.218,0,0.333,NA,NA,15.6,9.1,12.7,11.6,NA,-0.1,0,-0.1,-0.105
1969-70,26,KEN,ABA,SF,7,52,3.1,0.463,0.294,0.471,NA,NA,6.7,5,25.4,19.2,NA,0,0,0,0.041
Career,NA,,TOT,,165,2277,11.9,0.459,0.037,0.348,NA,NA,9.9,7.3,14.6,21.7,NA,0.5,1.3,1.8,0.037
,NA,,ABA,,135,2106,12.6,0.472,0.041,0.36,NA,NA,9.9,7.2,14.6,21.7,NA,1.2,1.1,2.3,0.053
,NA,,NBA,,30,171,3.9,0.307,NA,0.225,NA,NA,NA,8,NA,NA,NA,-0.7,0.1,-0.6,-0.166
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,ANA,ABA,,62,1311,15,0.479,0.006,0.323,NA,NA,11.1,7.5,12.7,22.3,NA,1.3,0.4,1.7,0.061
2 seasons,NA,INA,ABA,,55,608,9.5,0.461,0.109,0.395,NA,NA,8.6,6.6,16.1,21.8,NA,0,0.6,0.5,0.043
1 season,NA,LAL,NBA,,30,171,3.9,0.307,NA,0.225,NA,NA,NA,8,NA,NA,NA,-0.7,0.1,-0.6,-0.166
1 season,NA,DNR,ABA,,11,135,6,0.449,0,0.706,NA,NA,6.1,8.2,25.2,16.5,NA,0,0.1,0.1,0.027
1 season,NA,KEN,ABA,,7,52,3.1,0.463,0.294,0.471,NA,NA,6.7,5,25.4,19.2,NA,0,0,0,0.041
