Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,,ORtg,DRtg
1973-74,27,TOT,NBA,C,78,NA,946,5.7,11.5,0.5,1.9,3,0.629,3.8,9.8,13.6,3.1,1.2,2.3,4.7,13.3,NA,NA,97
1973-74,27,HOU,NBA,C,13,NA,313,4.6,10,0.464,0.6,1.2,0.5,2.9,9.2,12.1,2.6,1.4,2.6,5.3,9.8,NA,NA,97
1973-74,27,KCO,NBA,C,65,NA,633,6.3,12.2,0.515,2.5,3.9,0.648,4.3,10,14.3,3.4,1.1,2.2,4.4,15.1,NA,NA,97
1974-75,28,TOT,NBA,C,42,NA,1066,4.9,10.8,0.45,1.9,2.8,0.667,3.8,9.8,13.6,3.4,0.9,1.6,6.1,11.6,NA,NA,97
1974-75,28,DET,NBA,C,2,NA,11,4.3,17.4,0.25,4.3,8.7,0.5,0,8.7,8.7,4.3,0,4.3,8.7,13,NA,NA,98
1974-75,28,NOJ,NBA,C,40,NA,1055,4.9,10.7,0.453,1.9,2.8,0.672,3.8,9.8,13.6,3.4,0.9,1.6,6.1,11.6,NA,NA,97
1975-76,29,NOJ,NBA,C,81,NA,2407,5.5,12.6,0.436,2.7,4.2,0.637,3,11.8,14.8,4,1.6,2.5,4.7,13.6,NA,NA,92
1976-77,30,NOJ,NBA,C,81,NA,2084,4.1,10.2,0.405,2,2.9,0.679,3.7,10,13.7,3.9,1.2,2.5,5,10.2,NA,NA,96
Career,NA,,NBA,,282,NA,6503,5,11.4,0.439,2.2,3.4,0.652,3.5,10.6,14.1,3.8,1.3,2.4,5,12.2,NA,NA,95
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,NOJ,NBA,,202,NA,5546,4.9,11.3,0.429,2.3,3.4,0.656,3.4,10.7,14.2,3.9,1.3,2.4,5.1,12,NA,NA,95
1 season,NA,KCO,NBA,,65,NA,633,6.3,12.2,0.515,2.5,3.9,0.648,4.3,10,14.3,3.4,1.1,2.2,4.4,15.1,NA,NA,97
1 season,NA,HOU,NBA,,13,NA,313,4.6,10,0.464,0.6,1.2,0.5,2.9,9.2,12.1,2.6,1.4,2.6,5.3,9.8,NA,NA,97
1 season,NA,DET,NBA,,2,NA,11,4.3,17.4,0.25,4.3,8.7,0.5,0,8.7,8.7,4.3,0,4.3,8.7,13,NA,NA,98
