Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1968-69,22,DET,NBA,C,74,1605,11.7,0.461,0.309,NA,NA,NA,5.6,NA,NA,NA,0.3,0.6,0.9,0.027,NA,NA,NA,NA,NA
1969-70,23,DET,NBA,C,81,2523,14.3,0.511,0.379,NA,NA,NA,5.5,NA,NA,NA,2,1.5,3.5,0.067,NA,NA,NA,NA,NA
1970-71,24,DET,NBA,C,82,1926,14,0.468,0.315,NA,NA,17.6,6.4,NA,NA,NA,0.3,2.1,2.4,0.06,NA,NA,NA,NA,NA
1971-72,25,PHO,NBA,C,81,1624,12.1,0.461,0.261,NA,NA,15.9,7.3,NA,NA,NA,-0.2,2.4,2.3,0.067,NA,NA,NA,NA,NA
1972-73,26,HOU,NBA,C,82,2712,13.5,0.506,0.246,NA,NA,15,7.7,NA,NA,NA,2.4,2.2,4.7,0.083,NA,NA,NA,NA,NA
1973-74,27,TOT,NBA,C,78,946,13.7,0.522,0.258,8.9,22.7,15.8,9.3,1.2,2.7,NA,0.8,1.1,1.8,0.093,NA,-0.2,0.7,0.5,0.6
1973-74,27,HOU,NBA,C,13,313,10.4,0.469,0.116,6.9,21.7,14.3,7.2,1.4,3.1,NA,0,0.4,0.4,0.061,NA,-1.5,0.9,-0.5,0.1
1973-74,27,KCO,NBA,C,65,633,15.4,0.542,0.316,9.9,23.2,16.5,10.4,1.1,2.6,NA,0.7,0.7,1.4,0.109,NA,0.5,0.5,1,0.5
1974-75,28,TOT,NBA,C,42,1066,11.5,0.482,0.263,8.4,23.1,15.5,10.7,0.9,2,NA,0.1,1.2,1.3,0.056,NA,-2.2,0.5,-1.7,0.1
1974-75,28,DET,NBA,C,2,11,5.4,0.307,0.5,0,19.8,10,12.2,0,4.9,NA,0,0,0,-0.138,NA,-4.8,0,-4.8,0
1974-75,28,NOJ,NBA,C,40,1055,11.6,0.485,0.26,8.5,23.2,15.6,10.7,0.9,2,NA,0.1,1.1,1.3,0.058,NA,-2.1,0.5,-1.7,0.1
1975-76,29,NOJ,NBA,C,81,2407,14.2,0.473,0.336,6.6,26.3,16.4,12.4,1.6,3,NA,0.5,4.4,5,0.099,NA,-0.5,2.1,1.6,2.2
1976-77,30,NOJ,NBA,C,81,2084,11.5,0.445,0.281,8,21.3,14.8,11.2,1.2,2.9,NA,-0.3,3.2,2.9,0.067,NA,-1.7,1.7,0,1.1
Career,NA,,NBA,,682,16893,13.1,0.481,0.301,7.7,23.7,15.8,8.4,1.3,2.8,NA,6,18.7,24.7,0.07,NA,-1.1,1.5,0.4,3.9
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,DET,NBA,,239,6065,13.5,0.483,0.339,0,19.8,17.5,5.8,0,4.9,NA,2.5,4.3,6.8,0.054,NA,-4.8,0,-4.8,0
3 seasons,NA,NOJ,NBA,,202,5546,12.7,0.466,0.303,7.5,23.8,15.6,11.6,1.3,2.8,NA,0.4,8.7,9.1,0.079,NA,-1.3,1.6,0.4,3.3
2 seasons,NA,HOU,NBA,,95,3025,13.2,0.503,0.236,6.9,21.7,14.9,7.6,1.4,3.1,NA,2.5,2.6,5.1,0.081,NA,-1.5,0.9,-0.5,0.1
1 season,NA,PHO,NBA,,81,1624,12.1,0.461,0.261,NA,NA,15.9,7.3,NA,NA,NA,-0.2,2.4,2.3,0.067,NA,NA,NA,NA,NA
1 season,NA,KCO,NBA,,65,633,15.4,0.542,0.316,9.9,23.2,16.5,10.4,1.1,2.6,NA,0.7,0.7,1.4,0.109,NA,0.5,0.5,1,0.5
