,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2014-15,22,UTA,NBA,SG,50,1064,,75%,25%,,,+2.9,+3.7,19,10,58,8,37,1,194,6,12
2015-16,23,UTA,NBA,SG,79,2541,4%,89%,7%,,,+2.3,+1.1,44,53,102,15,81,6,505,8,39
2016-17,24,UTA,NBA,SG,59,1593,2%,92%,6%,,,+3.8,-1.2,26,17,51,11,45,3,225,7,18
2017-18,25,TOT,NBA,SG,60,1616,2%,52%,46%,1%,,-2.1,-6.3,29,23,46,7,52,7,235,13,20
2017-18,25,UTA,NBA,SG,39,1084,1%,63%,37%,,,-4.0,-12.0,26,20,23,6,38,5,159,10,14
2017-18,25,CLE,NBA,SG,21,532,4%,29%,64%,3%,,+1.5,+0.6,3,3,23,1,14,2,76,3,6
2018-19,26,TOT,NBA,SG,72,1893,,25%,68%,6%,,-6.7,-4.8,23,16,58,10,69,14,302,13,19
2018-19,26,CLE,NBA,SG,45,1234,,28%,65%,7%,,-12.1,-2.9,15,10,43,8,49,7,223,8,11
2018-19,26,POR,NBA,SG,27,659,,21%,75%,5%,,+3.1,-0.9,8,6,15,2,20,7,79,5,8
2019-20,27,POR,NBA,SF,21,619,,1%,85%,13%,,+1.1,+3.2,8,4,16,2,15,7,84,3,4
Career,,,NBA,,341,9326,2%,63%,33%,2%,,-0.1,-1.4,149,123,331,53,299,38,1545,50,112
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,UTA,NBA,,227,6282,2%,83%,15%,,,+1.7,-1.3,115,100,234,40,201,15,1083,31,83
2 seasons,,CLE,NBA,,66,1766,1%,28%,65%,6%,,-8.0,-1.8,18,13,66,9,63,9,299,11,17
2 seasons,,POR,NBA,,48,1278,,11%,80%,9%,,+2.1,+1.0,16,10,31,4,35,14,163,8,12
