Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1972-73,23,LAL,NBA,PG,59,828,12.7,0.481,0.203,NA,NA,6.3,15.5,NA,NA,NA,NA,NA,0.5,1,1.5,0.088,NA,NA,NA,NA,NA
1973-74,24,LAL,NBA,PG,82,2628,15.5,0.486,0.195,4.3,8.6,6.6,20.3,2.6,0.5,NA,NA,NA,2.2,2.8,5,0.091,NA,-0.2,0.4,0.2,1.5
1974-75,25,TOT,NBA,PG,50,1870,16.1,0.5,0.271,3.5,7.3,5.4,22,2.8,0.7,NA,NA,NA,1.9,1.8,3.7,0.095,NA,-0.1,0.7,0.7,1.3
1974-75,25,LAL,NBA,PG,9,339,19.7,0.511,0.269,4.8,7.3,6.1,29.2,2.8,0.4,NA,NA,NA,0.6,0.2,0.8,0.111,NA,1.5,0,1.5,0.3
1974-75,25,MIL,NBA,PG,41,1531,15.4,0.497,0.271,3.2,7.3,5.3,20.4,2.8,0.7,NA,NA,NA,1.4,1.6,2.9,0.092,NA,-0.4,0.9,0.5,1
1975-76,26,MIL,NBA,PG,80,2525,13.7,0.454,0.173,3.1,7.5,5.4,21.9,2.7,0.7,NA,NA,NA,0.3,2.3,2.6,0.049,NA,-1.5,0.5,-1,0.7
1976-77,27,TOT,NBA,PG,81,1828,11.8,0.481,0.182,2.9,9.9,6.5,18.7,3,0.6,NA,NA,NA,0.1,2.5,2.7,0.07,NA,-2.7,1.8,-0.8,0.6
1976-77,27,MIL,NBA,PG,6,111,15.4,0.545,0.22,3.7,8.4,6.1,18.2,2.8,0.5,NA,NA,NA,0.2,0.1,0.2,0.108,NA,-1.6,0.5,-1.1,0.1
1976-77,27,BUF,NBA,PG,20,333,10.8,0.465,0.192,1.5,8.8,5.1,15.8,3.4,0.7,NA,NA,NA,-0.1,0.3,0.2,0.032,NA,-4,1.8,-2.2,0
1976-77,27,DEN,NBA,PG,55,1384,11.8,0.478,0.175,3.1,10.3,6.8,19.5,3,0.5,NA,NA,NA,0.1,2.1,2.2,0.076,NA,-2.4,1.9,-0.5,0.5
1977-78,28,TOT,NBA,PG,83,1929,12.2,0.495,0.258,3.1,10.6,7,18.1,2.6,0.2,19.3,17.9,NA,0.6,1.8,2.4,0.061,NA,-1.8,0.5,-1.3,0.3
1977-78,28,DEN,NBA,PG,49,1090,11.2,0.517,0.225,2.9,11.7,7.5,18.9,2.8,0.2,23.9,14.8,NA,0.1,1.1,1.3,0.056,NA,-2.2,0.9,-1.2,0.2
1977-78,28,DET,NBA,PG,34,839,13.5,0.478,0.284,3.4,9.1,6.3,17.1,2.4,0.3,15.3,22,NA,0.4,0.7,1.2,0.066,NA,-1.3,-0.1,-1.4,0.1
1978-79,29,LAL,NBA,PG,75,1207,12.3,0.524,0.23,2.5,8.3,5.5,21.9,2.5,0.5,20.9,15.9,NA,0.5,1.2,1.8,0.07,NA,-1.4,0.6,-0.8,0.4
Career,NA,,NBA,,510,12815,13.7,0.485,0.212,3.3,8.7,6.1,20.2,2.7,0.5,19.9,17.1,NA,6.2,13.5,19.7,0.074,NA,-1.2,0.7,-0.5,4.7
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,LAL,NBA,,225,5002,14.6,0.493,0.209,3.8,8.4,6.2,20.5,2.6,0.5,20.9,15.9,NA,3.8,5.2,9,0.087,NA,-0.4,0.4,0,2.1
3 seasons,NA,MIL,NBA,,127,4167,14.4,0.472,0.209,3.2,7.4,5.4,21.3,2.7,0.7,NA,NA,NA,1.8,3.9,5.8,0.066,NA,-1.1,0.6,-0.4,1.7
2 seasons,NA,DEN,NBA,,104,2474,11.5,0.494,0.196,3,10.9,7.1,19.2,2.9,0.4,23.9,14.8,NA,0.2,3.3,3.5,0.067,NA,-2.3,1.5,-0.8,0.7
1 season,NA,DET,NBA,,34,839,13.5,0.478,0.284,3.4,9.1,6.3,17.1,2.4,0.3,15.3,22,NA,0.4,0.7,1.2,0.066,NA,-1.3,-0.1,-1.4,0.1
1 season,NA,BUF,NBA,,20,333,10.8,0.465,0.192,1.5,8.8,5.1,15.8,3.4,0.7,NA,NA,NA,-0.1,0.3,0.2,0.032,NA,-4,1.8,-2.2,0
