Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1972-73,23,LAL,NBA,PG,59,NA,14,2.7,6.1,0.44,1,1.2,0.822,NA,NA,1.9,1.6,NA,NA,NA,2,6.4
1973-74,24,LAL,NBA,PG,82,NA,32,6.6,14.6,0.449,2.3,2.9,0.799,1.5,3.1,4.6,4.5,1.9,0.4,NA,2.8,15.4
1974-75,25,TOT,NBA,PG,50,NA,37.4,6.3,14.3,0.442,3.4,3.9,0.871,1.2,2.7,4,5.7,2.2,0.5,NA,3.6,16.1
1974-75,25,LAL,NBA,PG,9,NA,37.7,8.3,18.6,0.449,4.6,5,0.911,1.9,2.9,4.8,7,2.3,0.3,NA,4,21.2
1974-75,25,MIL,NBA,PG,41,NA,37.3,5.9,13.4,0.44,3.1,3.6,0.859,1.1,2.7,3.8,5.4,2.2,0.5,NA,3.6,14.9
1975-76,26,MIL,NBA,PG,80,NA,31.6,5,12,0.415,1.8,2.1,0.849,0.9,2.3,3.3,4.9,1.9,0.4,NA,3.3,11.7
1976-77,27,TOT,NBA,PG,81,NA,22.6,3.1,7,0.446,1,1.3,0.806,0.6,2.2,2.9,3.2,1.6,0.2,NA,3,7.3
1976-77,27,MIL,NBA,PG,6,NA,18.5,3.5,6.8,0.512,1.2,1.5,0.778,0.7,1.5,2.2,2.5,1.2,0.2,NA,2.3,8.2
1976-77,27,BUF,NBA,PG,20,NA,16.7,2.2,5.2,0.423,0.9,1,0.85,0.3,1.5,1.7,1.9,1.3,0.3,NA,2.6,5.3
1976-77,27,DEN,NBA,PG,55,NA,25.2,3.4,7.7,0.445,1.1,1.3,0.797,0.7,2.6,3.3,3.8,1.7,0.3,NA,3.3,7.9
1977-78,28,TOT,NBA,PG,83,NA,23.2,3.5,7.9,0.448,1.6,2,0.799,0.7,2.4,3.1,3.1,1.4,0.1,2.1,2.4,8.7
1977-78,28,DEN,NBA,PG,49,NA,22.2,2.9,6,0.481,1,1.3,0.773,0.6,2.6,3.2,3.2,1.4,0.1,2.1,2.4,6.8
1977-78,28,DET,NBA,PG,34,NA,24.7,4.5,10.7,0.421,2.5,3,0.816,0.8,2.2,3,3,1.3,0.1,2.2,2.4,11.5
1978-79,29,LAL,NBA,PG,75,NA,16.1,2.3,4.6,0.497,0.7,1.1,0.696,0.3,1.3,1.6,2.9,0.9,0.2,1.3,1.7,5.3
Career,NA,,NBA,,510,NA,25.1,4.2,9.4,0.444,1.6,2,0.815,0.9,2.4,3.1,3.7,1.6,0.3,1.7,2.7,10
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,LAL,NBA,,225,NA,22.2,4.2,9.2,0.456,1.5,1.9,0.796,1,2.3,2.9,3.3,1.5,0.3,1.3,2.3,9.9
3 seasons,NA,MIL,NBA,,127,NA,32.8,5.2,12.2,0.427,2.2,2.6,0.852,1,2.4,3.4,5,1.9,0.4,NA,3.3,12.6
2 seasons,NA,DEN,NBA,,104,NA,23.8,3.2,6.9,0.46,1.1,1.3,0.786,0.7,2.6,3.3,3.5,1.6,0.2,2.1,2.9,7.4
1 season,NA,DET,NBA,,34,NA,24.7,4.5,10.7,0.421,2.5,3,0.816,0.8,2.2,3,3,1.3,0.1,2.2,2.4,11.5
1 season,NA,BUF,NBA,,20,NA,16.7,2.2,5.2,0.423,0.9,1,0.85,0.3,1.5,1.7,1.9,1.3,0.3,NA,2.6,5.3
