Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1972-73,23,LAL,NBA,PG,59,NA,828,6.9,15.6,0.44,2.6,3.2,0.822,NA,NA,5,4.2,NA,NA,NA,5.2,16.3
1973-74,24,LAL,NBA,PG,82,NA,2628,7.4,16.4,0.449,2.6,3.2,0.799,1.6,3.5,5.2,5.1,2.2,0.4,NA,3.1,17.3
1974-75,25,TOT,NBA,PG,50,NA,1870,6.1,13.8,0.442,3.3,3.7,0.871,1.2,2.6,3.8,5.5,2.1,0.5,NA,3.5,15.5
1974-75,25,LAL,NBA,PG,9,NA,339,8,17.7,0.449,4.4,4.8,0.911,1.8,2.8,4.6,6.7,2.2,0.3,NA,3.8,20.3
1974-75,25,MIL,NBA,PG,41,NA,1531,5.7,12.9,0.44,3,3.5,0.859,1.1,2.6,3.6,5.2,2.1,0.5,NA,3.4,14.4
1975-76,26,MIL,NBA,PG,80,NA,2525,5.7,13.7,0.415,2,2.4,0.849,1.1,2.7,3.7,5.6,2.1,0.5,NA,3.8,13.4
1976-77,27,TOT,NBA,PG,81,NA,1828,5,11.2,0.446,1.6,2,0.806,1,3.6,4.5,5.1,2.5,0.4,NA,4.9,11.6
1976-77,27,MIL,NBA,PG,6,NA,111,6.8,13.3,0.512,2.3,2.9,0.778,1.3,2.9,4.2,4.9,2.3,0.3,NA,4.5,15.9
1976-77,27,BUF,NBA,PG,20,NA,333,4.8,11.2,0.423,1.8,2.2,0.85,0.5,3.1,3.7,4.1,2.7,0.5,NA,5.6,11.4
1976-77,27,DEN,NBA,PG,55,NA,1384,4.9,11,0.445,1.5,1.9,0.797,1.1,3.7,4.8,5.4,2.5,0.4,NA,4.7,11.3
1977-78,28,TOT,NBA,PG,83,NA,1929,5.5,12.2,0.448,2.5,3.2,0.799,1.1,3.8,4.9,4.9,2.1,0.2,3.3,3.7,13.5
1977-78,28,DEN,NBA,PG,49,NA,1090,4.7,9.7,0.481,1.7,2.2,0.773,1,4.3,5.3,5.2,2.3,0.1,3.3,3.9,11
1977-78,28,DET,NBA,PG,34,NA,839,6.6,15.6,0.421,3.6,4.4,0.816,1.2,3.2,4.3,4.4,1.9,0.2,3.2,3.5,16.7
1978-79,29,LAL,NBA,PG,75,NA,1207,5.1,10.3,0.497,1.6,2.4,0.696,0.8,2.9,3.7,6.5,2,0.4,3,3.8,11.8
Career,NA,,NBA,,510,NA,12815,6,13.5,0.444,2.3,2.9,0.815,1.2,3.2,4.4,5.3,2.2,0.4,3.2,3.8,14.3
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,LAL,NBA,,225,NA,5002,6.8,14.9,0.456,2.5,3.1,0.796,1.4,3.3,4.7,5.4,2.1,0.4,3,3.7,16
3 seasons,NA,MIL,NBA,,127,NA,4167,5.7,13.4,0.427,2.4,2.8,0.852,1.1,2.6,3.7,5.5,2.1,0.5,NA,3.7,13.8
2 seasons,NA,DEN,NBA,,104,NA,2474,4.8,10.4,0.46,1.6,2,0.786,1,4,5,5.3,2.4,0.3,3.3,4.4,11.2
1 season,NA,DET,NBA,,34,NA,839,6.6,15.6,0.421,3.6,4.4,0.816,1.2,3.2,4.3,4.4,1.9,0.2,3.2,3.5,16.7
1 season,NA,BUF,NBA,,20,NA,333,4.8,11.2,0.423,1.8,2.2,0.85,0.5,3.1,3.7,4.1,2.7,0.5,NA,5.6,11.4
