Season,Team,Lg,Salary
1985-86,Cleveland Cavaliers,NBA,"$115,000"
1987-88,Indiana Pacers,NBA,"$200,000"
1988-89,Philadelphia 76ers,NBA,"$300,000"
1990-91,Philadelphia 76ers,NBA,"$425,000"
1991-92,Philadelphia 76ers,NBA,"$1,000,000"
1992-93,Philadelphia 76ers,NBA,"$950,000"
1993-94,Philadelphia 76ers,NBA,"$300,000"
Career,(may be incomplete),,"$3,290,000"
