Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1984-85,26,CLE,NBA,SF,36,7,520,5.8,13.5,0.431,0.1,0.1,0.5,5.7,13.4,0.43,2.8,3.5,0.82,2.7,3.4,6.1,2.4,0.6,0.5,2.4,2.8,14.5
1985-86,27,TOT,NBA,SF,77,30,1676,6.7,13.5,0.494,0,0.2,0.222,6.6,13.3,0.498,1.8,2.7,0.669,2.8,3.1,5.9,3.1,1.2,0.1,1.8,2.7,15.2
1985-86,27,CLE,NBA,SF,17,3,207,6.4,12.9,0.5,0,0.2,0,6.4,12.7,0.507,2.1,2.8,0.75,0.9,3.7,4.5,1.4,0.2,0,1,3.5,15
1985-86,27,IND,NBA,SF,60,27,1469,6.7,13.6,0.493,0,0.2,0.25,6.6,13.4,0.496,1.8,2.7,0.658,3.1,3,6.1,3.3,1.3,0.1,1.9,2.6,15.2
1986-87,28,IND,NBA,SF,63,0,721,6.9,14.7,0.473,0,0.2,0,6.9,14.4,0.481,4.2,5.4,0.787,3.6,3.9,7.5,2.7,1.5,0.1,2.7,3.2,18.1
1987-88,29,IND,NBA,SF,74,1,1097,7.1,14.3,0.498,0,0.1,0,7.1,14.2,0.5,3.5,4.6,0.766,2.9,4.2,7.1,2.6,1.3,0.2,2.4,3.2,17.8
1988-89,30,PHI,NBA,SF,82,12,2618,7.8,15.8,0.491,0,0.2,0.182,7.8,15.7,0.494,2.7,3.1,0.856,2.3,3.3,5.6,1.9,1,0.3,1.7,2.3,18.3
1989-90,31,PHI,NBA,SF,78,3,2089,6.5,14.5,0.451,0.1,0.4,0.143,6.5,14.1,0.459,2.8,3.4,0.838,1.4,3.7,5.1,2.5,1.2,0.2,1.3,2.5,16
1990-91,32,PHI,NBA,SF,82,13,2340,7.9,16.2,0.485,0.1,0.7,0.209,7.7,15.6,0.497,2.5,3,0.833,1.6,4.1,5.6,1.8,1,0.2,1.5,2.5,18.4
1991-92,33,PHI,NBA,SF,82,11,2432,6.9,14.9,0.465,0.6,1.9,0.331,6.3,13,0.485,2.1,2.4,0.877,1.4,2.7,4.1,2,1.3,0.2,1.6,1.9,16.6
1992-93,34,PHI,NBA,SF,69,0,1263,6.4,15.5,0.414,1.1,3.4,0.325,5.3,12.1,0.439,2.1,2.5,0.809,1.8,3.5,5.2,2.7,0.9,0.1,1.8,2.1,16
1993-94,35,TOT,NBA,SF,21,2,356,3.5,8.7,0.407,0.7,2.6,0.269,2.8,6.1,0.467,1.9,2.3,0.826,1.6,3.7,5.4,1.7,0.8,0.3,1,1.6,9.7
1993-94,35,NJN,NBA,SF,11,2,176,3.1,8.8,0.349,0.8,2.5,0.333,2.3,6.3,0.355,2,2.5,0.833,1.6,3.7,5.3,1.2,1,0.4,0.2,1.8,9
1993-94,35,WSB,NBA,SF,10,0,180,4,8.6,0.465,0.6,2.8,0.214,3.4,5.8,0.586,1.8,2.2,0.818,1.6,3.8,5.4,2.2,0.6,0.2,1.8,1.4,10.4
Career,NA,,NBA,,664,79,15112,7,14.9,0.471,0.3,0.9,0.287,6.7,14,0.482,2.6,3.2,0.814,2,3.5,5.5,2.3,1.1,0.2,1.7,2.4,16.8
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,PHI,NBA,,393,39,10742,7.2,15.4,0.468,0.3,1.1,0.295,6.9,14.3,0.481,2.5,2.9,0.846,1.7,3.4,5.1,2.1,1.1,0.2,1.6,2.3,17.2
3 seasons,NA,IND,NBA,,197,28,3287,6.9,14.1,0.49,0,0.2,0.133,6.9,13.9,0.494,2.9,3.9,0.739,3.1,3.6,6.7,2.9,1.4,0.2,2.2,2.9,16.7
2 seasons,NA,CLE,NBA,,53,10,727,6,13.3,0.45,0,0.1,0.333,5.9,13.2,0.451,2.6,3.3,0.803,2.2,3.5,5.6,2.1,0.5,0.3,2,3,14.7
1 season,NA,NJN,NBA,,11,2,176,3.1,8.8,0.349,0.8,2.5,0.333,2.3,6.3,0.355,2,2.5,0.833,1.6,3.7,5.3,1.2,1,0.4,0.2,1.8,9
1 season,NA,WSB,NBA,,10,0,180,4,8.6,0.465,0.6,2.8,0.214,3.4,5.8,0.586,1.8,2.2,0.818,1.6,3.8,5.4,2.2,0.6,0.2,1.8,1.4,10.4
