Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,,ORtg,DRtg
1974-75,23,PHI,NBA,SG,54,NA,538,11.3,27.7,0.408,1.8,1.8,1,1.2,1.4,2.6,4.1,1.7,0.3,3.9,24.4,NA,NA,102
Career,NA,,NBA,,54,NA,538,11.3,27.7,0.408,1.8,1.8,1,1.2,1.4,2.6,4.1,1.7,0.3,3.9,24.4,NA,NA,102
