Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
1970-71,23,NYA,ABA,SG,72,NA,1707,5.3,10.3,0.512,0,0.1,0,5.3,10.2,0.517,2.8,3.6,0.767,1.2,2.5,3.7,2.9,NA,2.9,5.5,13.3
1971-72,24,NYA,ABA,SG,46,NA,562,5.1,12.9,0.393,0.1,0.4,0.333,4.9,12.5,0.395,2.2,3.5,0.63,1,2.1,3.1,2.9,NA,4.2,5.1,12.4
1972-73,25,NYA,ABA,SG,1,NA,12,6,15,0.4,0,0,NA,6,15,0.4,0,0,NA,6,0,6,6,NA,0,3,12
Career,NA,,ABA,,119,NA,2281,5.2,11,0.477,0,0.2,0.2,5.2,10.8,0.481,2.6,3.6,0.735,1.2,2.4,3.6,2.9,NA,3.2,5.4,13.1
