Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
1970-71,23,NYA,ABA,SG,6,NA,171,6.1,11.6,0.527,0,0.2,0,6.1,11.4,0.537,3.2,4,0.789,2.1,1.7,3.8,2.7,NA,3.4,6.7,15.4
1971-72,24,NYA,ABA,SG,14,NA,74,2.4,11.7,0.208,0.5,1,0.5,1.9,10.7,0.182,1.9,3.9,0.5,NA,NA,3.9,2.9,NA,2.9,6.3,7.3
Career,NA,,ABA,,20,NA,245,5,11.6,0.43,0.1,0.4,0.333,4.8,11.2,0.434,2.8,4,0.704,2.1,1.7,3.8,2.8,NA,3.2,6.6,12.9
