Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48
1970-71,23,NYA,ABA,SG,72,1707,9.2,0.561,0.008,0.352,NA,NA,5,10.8,NA,19.6,15.6,NA,2.7,0.7,3.4,0.095
1971-72,24,NYA,ABA,SG,46,562,2.8,0.432,0.03,0.269,2.8,5.5,4.2,10.5,NA,22.7,20.2,NA,-0.6,0.2,-0.3,-0.028
1972-73,25,NYA,ABA,SG,1,12,15.6,0.4,0,0,17.5,0,8.5,24.7,NA,0,17.1,NA,0,0,0,-0.091
Career,NA,,ABA,,119,2281,7.6,0.523,0.014,0.326,3.2,5.4,4.8,10.8,NA,20.4,16.7,NA,2.1,1,3,0.064
