Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48
1970-71,23,NYA,ABA,SG,6,171,10.1,0.576,0.018,0.345,NA,NA,NA,10,NA,20.2,NA,NA,0.4,-0.1,0.2,0.057
1971-72,24,NYA,ABA,SG,14,74,-3.5,0.273,0.083,0.333,NA,NA,5.4,9.9,NA,17.9,18.3,NA,-0.3,0,-0.3,-0.191
Career,NA,,ABA,,20,245,6,0.484,0.038,0.342,NA,NA,5.4,10,NA,19.5,18.3,NA,0,-0.1,-0.1,-0.018
