Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
1970-71,23,NYA,ABA,SG,6,NA,28.5,4.8,9.2,0.527,0,0.2,0,4.8,9,0.537,0.527,2.5,3.2,0.789,1.7,1.3,3,2.2,NA,2.7,5.3,12.2
1971-72,24,NYA,ABA,SG,14,NA,5.3,0.4,1.7,0.208,0.1,0.1,0.5,0.3,1.6,0.182,0.229,0.3,0.6,0.5,NA,NA,0.6,0.4,NA,0.4,0.9,1.1
Career,NA,,ABA,,20,NA,12.3,1.7,4,0.43,0.1,0.2,0.333,1.7,3.8,0.434,0.437,1,1.4,0.704,1.7,1.3,1.3,1,NA,1.1,2.3,4.4
