,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,22,CHH,NBA,C,74,1095,.450,5.7,.993,.513,.247,.103,.129,.007,.454,.626,.254,.250,.314,.000,.697,.181,41,,.000,,1,0
2001-02,23,CHH,NBA,C,82,1549,.551,2.8,.998,.691,.220,.051,.034,.002,.552,.640,.363,.286,.357,.000,.623,.242,90,,.000,,0,0
2002-03,24,NOH,NBA,C,82,2443,.480,4.4,.995,.515,.331,.118,.031,.005,.483,.618,.367,.293,.200,.000,.607,.181,101,,.333,.000,2,0
2003-04,25,NOH,NBA,C,82,2777,.473,4.6,.999,.488,.365,.082,.064,.001,.474,.605,.363,.273,.365,.000,.624,.158,110,,.000,,0,0
2004-05,26,NOH,NBA,C,23,703,.432,5.1,1.000,.441,.370,.119,.070,.000,.432,.590,.357,.222,.188,,.643,.115,24,,,,0,0
2005-06,27,MIL,NBA,C,82,2465,.467,4.0,1.000,.480,.421,.062,.037,.000,.467,.600,.375,.132,.348,,.620,.107,64,,,,0,0
2006-07,28,POR,NBA,C,81,1703,.504,3.4,1.000,.552,.367,.056,.025,.000,.504,.615,.372,.455,.100,,.633,.149,54,,,,0,0
2007-08,29,TOT,NBA,C,31,286,.327,4.5,1.000,.545,.309,.073,.073,.000,.327,.433,.118,.000,.750,,.667,.145,7,,,,0,0
2007-08,29,NJN,NBA,C,24,259,.306,4.6,1.000,.571,.265,.082,.082,.000,.306,.393,.077,.000,.750,,.733,.143,6,,,,0,0
2007-08,29,DAL,NBA,C,7,27,.500,4.0,1.000,.333,.667,.000,.000,.000,.500,1.000,.250,,,,.333,.167,1,,,,0,0
2008-09,30,MIA,NBA,C,55,709,.496,2.7,1.000,.626,.328,.038,.008,.000,.496,.671,.233,.000,.000,,.569,.206,25,,,,0,0
2009-10,31,MIA,NBA,C,36,359,.500,2.4,1.000,.661,.304,.018,.018,.000,.500,.622,.294,.000,.000,,.464,.196,10,,,,0,0
2010-11,32,MIA,NBA,C,18,158,.591,3.0,1.000,.545,.455,.000,.000,.000,.591,.833,.300,,,,.538,.136,3,,,,0,0
2011-12,33,TOR,NBA,C,34,374,.378,3.0,1.000,.733,.222,.044,.000,.000,.378,.515,.000,.000,,,.882,.156,5,,,,0,0
Career,,,NBA,,680,14621,.480,4.1,.998,.532,.340,.079,.048,.002,.481,.614,.349,.256,.307,.000,.625,.163,534,,.143,.000,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,NOH,NBA,,187,5923,.470,4.6,.998,.492,.352,.101,.053,.002,.472,.608,.363,.274,.295,.000,.620,.161,235,,.250,.000,2,0
2 seasons,,CHH,NBA,,156,2644,.511,4.0,.996,.620,.231,.072,.072,.004,.513,.635,.316,.265,.327,.000,.649,.218,131,,.000,,1,0
3 seasons,,MIA,NBA,,109,1226,.507,2.7,1.000,.627,.335,.029,.010,.000,.507,.672,.257,.000,.000,,.538,.196,38,,,,0,0
1 season,,MIL,NBA,,82,2465,.467,4.0,1.000,.480,.421,.062,.037,.000,.467,.600,.375,.132,.348,,.620,.107,64,,,,0,0
1 season,,POR,NBA,,81,1703,.504,3.4,1.000,.552,.367,.056,.025,.000,.504,.615,.372,.455,.100,,.633,.149,54,,,,0,0
1 season,,TOR,NBA,,34,374,.378,3.0,1.000,.733,.222,.044,.000,.000,.378,.515,.000,.000,,,.882,.156,5,,,,0,0
1 season,,NJN,NBA,,24,259,.306,4.6,1.000,.571,.265,.082,.082,.000,.306,.393,.077,.000,.750,,.733,.143,6,,,,0,0
1 season,,DAL,NBA,,7,27,.500,4.0,1.000,.333,.667,.000,.000,.000,.500,1.000,.250,,,,.333,.167,1,,,,0,0
