,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,22,CHH,NBA,C,10,110,.571,3.4,1.000,.679,.143,.107,.071,.000,.571,.632,.500,.333,.500,,.813,.250,6,,,,0,0
2001-02,23,CHH,NBA,C,8,168,.550,3.6,1.000,.625,.250,.100,.025,.000,.550,.640,.400,.500,.000,,.636,.200,8,,,,0,0
2002-03,24,NOH,NBA,C,6,188,.449,3.8,1.000,.612,.224,.143,.020,.000,.449,.533,.364,.143,1.000,,.773,.184,9,,,,0,0
2003-04,25,NOH,NBA,C,7,239,.418,5.1,.985,.478,.328,.104,.075,.015,.424,.563,.273,.286,.400,.000,.679,.134,8,,.000,,0,0
2005-06,27,MIL,NBA,C,5,135,.474,4.0,1.000,.526,.342,.105,.026,.000,.474,.700,.308,.000,.000,,.833,.158,6,,,,0,0
2008-09,30,MIA,NBA,C,6,47,.333,1.0,1.000,1.000,.000,.000,.000,.000,.333,.333,,,,,1.000,.333,1,,,,0,0
2009-10,31,MIA,NBA,C,1,5,.000,3.0,1.000,.500,.500,.000,.000,.000,.000,.000,.000,,,,,.000,0,,,,0,0
2010-11,32,MIA,NBA,C,3,18,.400,2.2,1.000,1.000,.000,.000,.000,.000,.400,.400,,,,,.500,.400,1,,,,0,0
Career,,,NBA,,46,910,.470,4.1,.996,.582,.263,.108,.043,.004,.472,.585,.328,.240,.400,.000,.734,.181,39,,.000,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,CHH,NBA,,18,278,.559,3.5,1.000,.647,.206,.103,.044,.000,.559,.636,.429,.429,.333,,.711,.221,14,,,,0,0
2 seasons,,NOH,NBA,,13,427,.431,4.6,.991,.534,.284,.121,.052,.009,.435,.548,.303,.214,.500,.000,.720,.155,17,,.000,,0,0
3 seasons,,MIA,NBA,,10,70,.300,2.0,1.000,.900,.100,.000,.000,.000,.300,.333,.000,,,,.667,.300,2,,,,0,0
1 season,,MIL,NBA,,5,135,.474,4.0,1.000,.526,.342,.105,.026,.000,.474,.700,.308,.000,.000,,.833,.158,6,,,,0,0
