Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
2004-05,26,WAS,NBA,C,8,0,126,7.6,11.6,0.655,0,0,NA,7.6,11.6,0.655,4,8.8,0.455,4.8,9.6,14.4,0.8,0,2.8,3.6,9.2,19.2,NA,108,108
2005-06,27,WAS,NBA,C,3,0,18,5.9,14.8,0.4,0,0,NA,5.9,14.8,0.4,5.9,11.9,0.5,5.9,11.9,17.8,0,5.9,5.9,0,8.9,17.8,NA,109,91
2006-07,28,WAS,NBA,C,4,4,84,4.5,11,0.412,0,0,NA,4.5,11,0.412,3.9,5.8,0.667,1.3,12.9,14.2,0.6,1.3,1.9,3.9,5.8,12.9,NA,79,107
2009-10,31,OKC,NBA,C,2,0,17,15.6,18.7,0.833,0,0,NA,15.6,18.7,0.833,6.2,6.2,1,3.1,9.3,12.5,0,0,0,3.1,3.1,37.4,NA,145,109
2010-11,32,ATL,NBA,C,1,0,7,0,16,0,0,0,NA,0,16,0,0,0,NA,8,0,8,0,0,0,0,8,0,NA,35,115
Career,NA,,NBA,,18,4,252,6.8,12.2,0.559,0,0,NA,6.8,12.2,0.559,4.1,7.7,0.541,3.7,10.6,14.3,0.6,0.8,2.5,3.3,7.7,17.8,NA,101,107
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,WAS,NBA,,15,4,228,6.4,11.6,0.549,0,0,NA,6.4,11.6,0.549,4.1,8,0.514,3.7,11,14.6,0.7,0.9,2.7,3.4,8,16.9,NA,99,106
1 season,NA,OKC,NBA,,2,0,17,15.6,18.7,0.833,0,0,NA,15.6,18.7,0.833,6.2,6.2,1,3.1,9.3,12.5,0,0,0,3.1,3.1,37.4,NA,145,109
1 season,NA,ATL,NBA,,1,0,7,0,16,0,0,0,NA,0,16,0,0,0,NA,8,0,8,0,0,0,0,8,0,NA,35,115
