Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1969-70,22,BOS,NBA,PF,51,NA,797,5.9,15.1,0.388,2.9,4.2,0.696,NA,NA,11.6,1.3,NA,NA,NA,3.9,14.6
1970-71,23,BOS,NBA,PF,82,NA,1867,6,14.4,0.42,2.6,3.5,0.727,NA,NA,10.4,1.5,NA,NA,NA,3.8,14.6
1971-72,24,BOS,NBA,PF,71,NA,1128,5.9,14.2,0.417,2.6,3.3,0.784,NA,NA,10.2,1.5,NA,NA,NA,4.1,14.4
1972-73,25,BOS,NBA,SF,78,NA,762,6.6,16.4,0.403,3.1,4,0.774,NA,NA,9.3,1.2,NA,NA,NA,4.3,16.3
1973-74,26,BOS,NBA,PF,78,NA,985,5.7,13.4,0.427,3.1,4.1,0.775,3.5,5.2,8.7,1.4,0.3,0.3,NA,4.6,14.6
1974-75,27,MIL,NBA,SF,59,NA,517,4.3,11.1,0.39,3.1,3.9,0.786,3.6,4.9,8.6,2.4,0.8,0.2,NA,4.1,11.7
1975-76,28,TOT,NBA,C-SF,70,NA,967,5,10.8,0.464,2.6,2.9,0.899,3.4,6.3,9.6,1.7,0.4,0.5,NA,5,12.7
1975-76,28,BUF,NBA,SF,10,NA,85,3,7.2,0.412,1.3,1.3,1,1.7,8.9,10.6,1.3,0.4,0.8,NA,4.2,7.2
1975-76,28,BOS,NBA,C,60,NA,882,5.2,11.2,0.467,2.8,3.1,0.895,3.5,6,9.6,1.8,0.4,0.4,NA,5,13.2
1976-77,29,BOS,NBA,SF,76,NA,860,5.5,13.1,0.42,2.6,3.5,0.759,3.2,5.6,8.7,1.6,0.3,0.2,NA,3.7,13.6
1977-78,30,BOS,NBA,PF,3,NA,14,2.6,10.3,0.25,0,0,NA,2.6,12.9,15.4,0,2.6,0,5.1,5.1,5.1
Career,NA,,NBA,,568,NA,7897,5.7,13.7,0.417,2.8,3.6,0.767,3.4,5.6,9.8,1.5,0.4,0.3,5.1,4.2,14.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8 seasons,NA,BOS,NBA,,499,NA,7295,5.8,14,0.419,2.8,3.6,0.765,3.4,5.6,9.9,1.5,0.3,0.3,5.1,4.2,14.5
1 season,NA,MIL,NBA,,59,NA,517,4.3,11.1,0.39,3.1,3.9,0.786,3.6,4.9,8.6,2.4,0.8,0.2,NA,4.1,11.7
1 season,NA,BUF,NBA,,10,NA,85,3,7.2,0.412,1.3,1.3,1,1.7,8.9,10.6,1.3,0.4,0.8,NA,4.2,7.2
