Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1969-70,22,BOS,NBA,PF,51,797,11.3,0.431,0.275,NA,NA,NA,4.8,NA,NA,NA,NA,NA,-0.8,1,0.2,0.01,NA,NA,NA,NA,NA
1970-71,23,BOS,NBA,PF,82,1867,11.8,0.46,0.246,NA,NA,12.4,5.3,NA,NA,NA,NA,NA,-0.1,2.7,2.6,0.066,NA,NA,NA,NA,NA
1971-72,24,BOS,NBA,PF,71,1128,11.4,0.46,0.23,NA,NA,13,5.1,NA,NA,NA,NA,NA,-0.2,1.9,1.7,0.073,NA,NA,NA,NA,NA
1972-73,25,BOS,NBA,SF,78,762,11.7,0.449,0.242,NA,NA,11.6,4.4,NA,NA,NA,NA,NA,-0.3,1.5,1.2,0.077,NA,NA,NA,NA,NA
1973-74,26,BOS,NBA,PF,78,985,10.9,0.48,0.302,9.7,13.5,11.6,5.1,0.3,0.3,NA,NA,NA,0.7,1,1.7,0.084,NA,-2.2,-1.2,-3.4,-0.4
1974-75,27,MIL,NBA,SF,59,517,11.6,0.457,0.352,10.9,13.9,12.4,9,1,0.3,NA,NA,NA,0.2,0.4,0.6,0.056,NA,-1.6,-1.2,-2.8,-0.1
1975-76,28,TOT,NBA,C-SF,70,967,12,0.523,0.271,9.2,17.3,13.2,6.5,0.6,0.7,NA,NA,NA,1.2,1.1,2.3,0.113,NA,-1.2,-0.2,-1.3,0.2
1975-76,28,BUF,NBA,SF,10,85,7.8,0.464,0.176,5.1,25,15.4,4.4,0.5,1.2,NA,NA,NA,0,0.1,0.1,0.043,NA,-3.3,0,-3.4,0
1975-76,28,BOS,NBA,C,60,882,12.4,0.527,0.277,9.6,16.5,13,6.7,0.6,0.6,NA,NA,NA,1.2,1,2.2,0.12,NA,-0.9,-0.2,-1.1,0.2
1976-77,29,BOS,NBA,SF,76,860,10.7,0.466,0.266,8.8,15,11.9,6.3,0.4,0.3,NA,NA,NA,0.3,0.8,1.1,0.061,NA,-1.8,-1,-2.8,-0.2
1977-78,30,BOS,NBA,PF,3,14,0.6,0.25,0,7.4,35.5,21.8,0,3.2,0,33.3,16.6,NA,-0.1,0,0,-0.14,NA,-4.9,0,-4.9,0
Career,NA,,NBA,,568,7897,11.4,0.464,0.263,9.5,15.1,12.4,5.6,0.5,0.4,33.3,16.6,NA,0.9,10.4,11.4,0.069,NA,-1.7,-0.9,-2.6,-0.5
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8 seasons,NA,BOS,NBA,,499,7295,11.5,0.465,0.258,9.3,15.1,12.3,5.3,0.4,0.4,33.3,16.6,NA,0.8,9.9,10.7,0.07,NA,-1.7,-0.8,-2.5,-0.4
1 season,NA,MIL,NBA,,59,517,11.6,0.457,0.352,10.9,13.9,12.4,9,1,0.3,NA,NA,NA,0.2,0.4,0.6,0.056,NA,-1.6,-1.2,-2.8,-0.1
1 season,NA,BUF,NBA,,10,85,7.8,0.464,0.176,5.1,25,15.4,4.4,0.5,1.2,NA,NA,NA,0,0.1,0.1,0.043,NA,-3.3,0,-3.4,0
