Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1969-70,22,BOS,NBA,PF,51,NA,15.6,2.5,6.6,0.388,1.3,1.8,0.696,NA,NA,5,0.6,NA,NA,NA,1.7,6.4
1970-71,23,BOS,NBA,PF,82,NA,22.8,3.8,9.1,0.42,1.6,2.2,0.727,NA,NA,6.6,1,NA,NA,NA,2.4,9.3
1971-72,24,BOS,NBA,PF,71,NA,15.9,2.6,6.3,0.417,1.1,1.4,0.784,NA,NA,4.5,0.6,NA,NA,NA,1.8,6.3
1972-73,25,BOS,NBA,SF,78,NA,9.8,1.8,4.4,0.403,0.8,1.1,0.774,NA,NA,2.5,0.3,NA,NA,NA,1.2,4.4
1973-74,26,BOS,NBA,PF,78,NA,12.6,2,4.7,0.427,1.1,1.4,0.775,1.2,1.8,3,0.5,0.1,0.1,NA,1.6,5.1
1974-75,27,MIL,NBA,SF,59,NA,8.8,1.1,2.7,0.39,0.7,0.9,0.786,0.9,1.2,2.1,0.6,0.2,0.1,NA,1,2.8
1975-76,28,TOT,NBA,C-SF,70,NA,13.8,1.9,4.2,0.464,1,1.1,0.899,1.3,2.4,3.7,0.7,0.2,0.2,NA,1.9,4.9
1975-76,28,BUF,NBA,SF,10,NA,8.5,0.7,1.7,0.412,0.3,0.3,1,0.4,2.1,2.5,0.3,0.1,0.2,NA,1,1.7
1975-76,28,BOS,NBA,C,60,NA,14.7,2.1,4.6,0.467,1.1,1.3,0.895,1.4,2.5,3.9,0.7,0.2,0.2,NA,2.1,5.4
1976-77,29,BOS,NBA,SF,76,NA,11.3,1.7,4.1,0.42,0.8,1.1,0.759,1,1.8,2.8,0.5,0.1,0.1,NA,1.2,4.3
1977-78,30,BOS,NBA,PF,3,NA,4.7,0.3,1.3,0.25,0,0,NA,0.3,1.7,2,0,0.3,0,0.7,0.7,0.7
Career,NA,,NBA,,568,NA,13.9,2.2,5.3,0.417,1.1,1.4,0.767,1.1,1.8,3.8,0.6,0.1,0.1,0.7,1.6,5.5
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8 seasons,NA,BOS,NBA,,499,NA,14.6,2.4,5.7,0.419,1.1,1.5,0.765,1.2,2,4,0.6,0.1,0.1,0.7,1.7,5.9
1 season,NA,MIL,NBA,,59,NA,8.8,1.1,2.7,0.39,0.7,0.9,0.786,0.9,1.2,2.1,0.6,0.2,0.1,NA,1,2.8
1 season,NA,BUF,NBA,,10,NA,8.5,0.7,1.7,0.412,0.3,0.3,1,0.4,2.1,2.5,0.3,0.1,0.2,NA,1,1.7
