Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1971-72,24,BOS,NBA,PF,11,218,19.9,0.617,0.437,NA,NA,14.1,2,NA,NA,NA,NA,NA,0.9,0.1,1,0.217,NA,NA,NA,NA,NA
1972-73,25,BOS,NBA,SF,12,95,9.9,0.446,0.217,NA,NA,7.4,4.4,NA,NA,NA,NA,NA,0,0.1,0,0.017,NA,NA,NA,NA,NA
1973-74,26,BOS,NBA,PF,9,69,3.8,0.255,0.4,12.4,18.2,15.4,3.7,0.7,0.8,NA,NA,NA,-0.3,0.1,-0.2,-0.112,NA,-5.5,-3.1,-8.6,-0.1
1975-76,28,BOS,NBA,C,18,232,12.9,0.525,0.321,7.4,16,11.7,10.8,0,0.7,NA,NA,NA,0.2,0.3,0.6,0.114,NA,-0.1,-0.5,-0.6,0.1
Career,NA,,NBA,,50,614,13.9,0.516,0.351,8.5,16.5,12.3,5.9,0.2,0.7,NA,NA,NA,0.8,0.6,1.4,0.11,NA,-1.3,-1.1,-2.4,0
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,BOS,NBA,,50,614,13.9,0.516,0.351,8.5,16.5,12.3,5.9,0.2,0.7,NA,NA,NA,0.8,0.6,1.4,0.11,NA,-1.3,-1.1,-2.4,0
