,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2006-07,24,DEN,NBA,SG,64,1177,.342,16.4,.418,.271,.068,.010,.068,.582,.418,.481,.350,.667,.200,.288,.647,.031,7,.980,.318,.222,1,0
2007-08,25,DEN,NBA,SG,54,542,.410,14.6,.507,.351,.052,.015,.090,.493,.500,.574,.429,.500,.250,.318,.618,.060,7,.952,.273,.278,1,0
2008-09,26,MIA,NBA,SF,63,851,.350,20.8,.249,.115,.009,.023,.101,.751,.463,.640,.000,.200,.364,.313,.560,.014,3,1.000,.460,.253,1,0
2009-10,27,MIA,NBA,SG,6,44,.200,18.4,.400,.200,.000,.000,.200,.600,.250,.500,,,.000,.167,1.000,.100,1,1.000,.333,.000,0,0
Career,,,NBA,,187,2614,.357,17.5,.380,.234,.044,.015,.086,.620,.448,.536,.345,.400,.268,.301,.622,.032,18,.984,.368,.242,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,DEN,NBA,,118,1719,.364,15.8,.446,.296,.063,.012,.075,.554,.447,.516,.370,.600,.219,.297,.635,.040,14,.971,.305,.236,2,0
2 seasons,,MIA,NBA,,69,895,.344,20.7,.256,.119,.009,.022,.106,.744,.448,.630,.000,.200,.333,.308,.577,.018,4,1.000,.456,.247,1,0
