Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1975-76,22,GSW,NBA,SF,1,0,14:00,3,9,0.333,NA,NA,NA,2,2,1,3,4,2,1,0,NA,0,8
1980-81,27,LAL,NBA,SF,1,0,25:00,6,12,0.5,0,0,NA,3,3,1,2,8,3,2,0,2,3,15
1982-83,29,LAL,NBA,SF,1,0,15:00,4,6,0.667,0,0,NA,2,2,1,1,2,2,1,0,2,0,10
Career,NA,,NBA,,3,0,54,13,27,0.481,0,0,NA,7,7,1,6,14,7,4,0,4,3,33
