Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1974-75,21,GSW,NBA,SF,17,503,16.5,0.473,NA,0.189,5.9,18.4,12,8.8,2.4,1.6,NA,NA,NA,0.3,1,1.3,0.126,NA,2.1,-0.2,1.9,0.5
1975-76,22,GSW,NBA,SF,13,450,14.5,0.471,NA,0.225,5.6,18.4,11.9,8.8,1.2,1,NA,NA,NA,0.4,0.4,0.8,0.087,NA,0.5,-1.5,-1,0.1
1976-77,23,GSW,NBA,PF,10,346,14.2,0.466,NA,0.182,4.8,18.2,11.2,6.4,2.2,0.9,NA,NA,NA,0.3,0.4,0.7,0.099,NA,0.5,0.5,1,0.3
1977-78,24,LAL,NBA,SF,3,108,10.1,0.489,NA,0.344,8.3,17.4,12.6,10,1.3,0.5,23,17.5,NA,0,0.1,0,0.018,NA,-2.8,-0.7,-3.5,0
1978-79,25,LAL,NBA,SF,8,307,17,0.509,NA,0.289,7.9,16.3,12.5,7.4,2.3,0.3,9.4,22.1,NA,0.3,0.2,0.6,0.088,NA,0.7,-0.3,0.4,0.2
1979-80,26,LAL,NBA,SF,16,652,15.8,0.51,0.003,0.184,8.9,12.2,10.5,10.3,1.7,0.4,9.9,21.3,NA,1.1,0.6,1.7,0.127,NA,2.1,-1.2,1,0.5
1980-81,27,LAL,NBA,SF,3,113,11,0.483,0.021,0.375,3.7,3.1,3.4,5.6,0.4,0.5,6.7,22.4,NA,0.1,0,0.1,0.044,NA,-1.2,-2.5,-3.8,-0.1
1981-82,28,LAL,NBA,SF,14,535,13.9,0.533,0.004,0.203,8.4,5.6,6.9,9.1,1.4,0.3,13.2,22.2,NA,0.7,0.3,0.9,0.083,NA,1.2,-2.4,-1.2,0.1
1982-83,29,LAL,NBA,SF,15,589,15.2,0.511,0.007,0.161,8,8.8,8.4,12.4,1.6,1,10.1,22.5,NA,0.6,0.3,1,0.08,NA,1.5,-1.3,0.2,0.3
1983-84,30,LAL,NBA,SF,14,196,6.5,0.421,0.014,0.157,6.2,8.6,7.5,5.5,1,0.6,8.6,17.3,NA,-0.1,0.1,0,0.004,NA,-3.9,-1.8,-5.7,-0.2
Career,NA,,NBA,,113,3799,14.5,0.494,0.004,0.204,7.1,12.9,10,9.1,1.7,0.8,10.9,21.5,NA,3.7,3.5,7.2,0.091,NA,0.9,-1.1,-0.2,1.7
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 seasons,NA,LAL,NBA,,73,2500,14.2,0.508,0.006,0.206,8,10,9,9.6,1.6,0.5,10.9,21.5,NA,2.6,1.7,4.3,0.083,NA,0.8,-1.5,-0.7,0.8
3 seasons,NA,GSW,NBA,,40,1299,15.2,0.47,NA,0.199,5.5,18.3,11.8,8.2,1.9,1.2,NA,NA,NA,1,1.8,2.8,0.105,NA,1.1,-0.5,0.6,0.9
