Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1974-75,21,GSW,NBA,SF,17,NA,503,10.3,23.1,0.446,NA,NA,NA,10.3,23.1,0.446,3.1,4.4,0.702,2.8,8.3,11,2.6,2.4,1.3,NA,4.9,23.6,NA,NA,91
1975-76,22,GSW,NBA,SF,13,NA,450,8.8,20.4,0.43,NA,NA,NA,8.8,20.4,0.43,3.6,4.6,0.778,2.6,8,10.5,3,1.2,0.8,NA,3.4,21.2,NA,NA,101
1976-77,23,GSW,NBA,PF,10,NA,346,8.9,20.8,0.429,NA,NA,NA,8.9,20.8,0.429,3.1,3.8,0.821,2.4,8.4,10.8,2.2,2.2,0.8,NA,3.1,20.9,NA,NA,98
1977-78,24,LAL,NBA,SF,3,NA,108,6.7,14.4,0.469,NA,NA,NA,6.7,14.4,0.469,2.7,4.9,0.545,4,7.6,11.7,3.6,1.3,0.4,4.9,6.3,16.2,NA,91,105
1978-79,25,LAL,NBA,SF,8,NA,307,9.4,19.8,0.477,NA,NA,NA,9.4,19.8,0.477,3.9,5.7,0.676,3.1,7.4,10.5,2.5,2.3,0.3,2.3,3.3,22.8,NA,102,105
1979-80,26,LAL,NBA,SF,16,NA,652,10.1,21.2,0.476,0,0.1,0,10.1,21.1,0.478,3.2,3.9,0.815,3.8,5.4,9.2,3.5,1.7,0.4,2.5,3.7,23.3,NA,110,105
1980-81,27,LAL,NBA,SF,3,NA,113,9.2,20.9,0.438,0,0.4,0,9.2,20.5,0.447,5.2,7.8,0.667,1.7,1.7,3.5,1.7,0.4,0.4,1.7,4.4,23.5,NA,102,112
1981-82,28,LAL,NBA,SF,14,NA,535,10.5,21,0.502,0,0.1,0,10.5,20.9,0.504,3.3,4.3,0.776,3.5,2.6,6.1,3.2,1.4,0.3,3.5,3.7,24.4,NA,107,111
1982-83,29,LAL,NBA,SF,15,NA,589,11,22.1,0.498,0,0.2,0,11,21.9,0.502,2.2,3.6,0.614,3.4,3.9,7.3,4.1,1.6,0.9,2.7,4.1,24.2,NA,106,110
1983-84,30,LAL,NBA,SF,14,NA,196,6.8,17.1,0.4,0,0.2,0,6.8,16.9,0.406,1.7,2.7,0.636,2.4,3.9,6.4,2.2,1,0.5,1.7,6.6,15.4,NA,94,112
Career,NA,,NBA,,113,NA,3799,9.7,20.9,0.465,0,0.1,0,9.7,20.8,0.466,3.1,4.3,0.727,3.1,5.8,8.9,3,1.7,0.7,1.8,4,22.5,NA,105,104
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 seasons,NA,LAL,NBA,,73,NA,2500,9.9,20.6,0.481,0,0.1,0,9.9,20.5,0.483,3,4.2,0.71,3.4,4.5,7.9,3.3,1.6,0.5,2.7,4.1,22.8,NA,105,108
3 seasons,NA,GSW,NBA,,40,NA,1299,9.4,21.6,0.436,NA,NA,NA,9.4,21.6,0.436,3.3,4.3,0.758,2.6,8.2,10.8,2.6,1.9,1,NA,3.9,22.1,NA,NA,96
