,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1946-47,24,PHW,BAA,,6,,4,4,,,5,16
1947-48,25,PHW,BAA,,3,12,2,3,,1,2,7
1948-49,26,PHW,BAA,,4,16,5,7,,3,5,11
1949-50,27,PHW,NBA,,1,2,0,1,,2,3,2
Career,,,TOT,,6,,5,9,,,6,16
,,,NBA,,2,3,5,9,,,6,9
,,,BAA,,6,,5,7,,,5,16
,,,,,,,,,,,,
4 Seasons,,PHW,BAA,,6,,5,7,,,5,16
1 Season,,NYK,NBA,,2,3,5,9,,,6,9
