,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
1967-68,24,DNR,ABA,,9,,0,,,,8,13,,,,,,,,20
1968-69,25,DNR,ABA,,9,,0,,,,5,7,,,,,,,,20
1969-70,26,DNR,ABA,,13,,0,,,,6,7,,,,,,,,30
1970-71,27,DNR,ABA,,7,11,0,0,7,11,1,1,6,4,10,0,0,0,4,15
Career,,,,,13,,0,,,,8,13,,,,,,,,30
