,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
1967-68,24,DNR,ABA,,11,,0,,,,9,12,,,,,,,,26
1968-69,25,DNR,ABA,,12,,0,,,,7,12,,,,,,,,26
1969-70,26,DNR,ABA,,10,,0,,,,8,11,,,,,,,,23
1970-71,27,DNR,ABA,,12,,0,,,,14,17,,,,,,,,32
1971-72,28,DNR,ABA,,10,,0,,,,5,9,,,,,,,,22
Career,,,,,12,,0,,,,14,17,,,,,,,,32
