Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
1967-68,24,DNR,ABA,SF,5,NA,153,22,38,0.579,0,0,NA,22,38,0.579,0.579,16,24,0.667,NA,NA,28,8,NA,11,17,60
1968-69,25,DNR,ABA,SF,7,NA,191,33,64,0.516,0,0,NA,33,64,0.516,0.516,25,33,0.758,NA,NA,50,4,NA,14,26,91
1969-70,26,DNR,ABA,SF,12,NA,395,85,170,0.5,0,0,NA,85,170,0.5,0.5,22,36,0.611,NA,NA,79,34,NA,27,49,192
Career,NA,,ABA,,24,NA,739,140,272,0.515,0,0,NA,140,272,0.515,0.515,63,93,0.677,NA,NA,157,46,NA,52,92,343
