,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1955-56,24,NYK,NBA,,4,,6,8,,,5,14
1957-58,26,DET,NBA,,3,,3,3,,,4,8
Career,,,,,4,,6,8,,,5,14
1 Season,,NYK,NBA,,4,,6,8,,,5,14
1 Season,,DET,NBA,,3,,3,3,,,4,8
