,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1966-67,25,CIN,NBA,,11,21,,,,,2,4,,,4,4,,,,4,24
1967-68,26,TOT,NBA,,18,33,,,,,6,8,,,7,4,,,,4,41
1967-68,26,CHI,NBA,,18,33,,,,,6,8,,,7,4,,,,4,41
1969-70,28,MIL,NBA,,10,,,,,,11,12,,,,,,,,,21
1971-72,30,LAL,NBA,,5,10,,,,,2,3,,,4,1,,,,5,12
1972-73,31,TOT,NBA,,2,3,,,,,0,0,,,1,0,,,,0,4
1972-73,31,BAL,NBA,,2,3,,,,,0,0,,,1,0,,,,0,4
Career,,,,,18,,,,,,11,12,,,,,,,,,41
1 Season,,MIL,NBA,,10,,,,,,11,12,,,,,,,,,21
1 Season,,LAL,NBA,,5,10,,,,,2,3,,,4,1,,,,5,12
1 Season,,CHI,NBA,,18,33,,,,,6,8,,,7,4,,,,4,41
1 Season,,CIN,NBA,,11,21,,,,,2,4,,,4,4,,,,4,24
1 Season,,BAL,NBA,,2,3,,,,,0,0,,,1,0,,,,0,4
