,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1966-67,25,CIN,NBA,,13,,,,,,6,7,,,,,,,,,29
1967-68,26,TOT,NBA,,15,,,,,,17,18,,,,,,,,,35
1967-68,26,CIN,NBA,,1,,,,,,3,7,,,,,,,,,5
1967-68,26,CHI,NBA,,15,,,,,,17,18,,,,,,,,,35
1968-69,27,TOT,NBA,,21,,,,,,21,22,,,,,,,,,45
1968-69,27,CHI,NBA,,13,26,,,,,14,15,,,7,7,,,,6,36
1968-69,27,MIL,NBA,,21,,,,,,21,22,,,,,,,,,45
1969-70,28,MIL,NBA,,17,,,,,,16,17,,,,,,,,,42
1970-71,29,CIN,NBA,,14,,,,,,11,12,,,,,,,,,32
1971-72,30,LAL,NBA,,13,,,,,,7,8,,,,,,,,,28
1972-73,31,TOT,NBA,,11,,,,,,4,4,,,,,,,,,25
1972-73,31,LAL,NBA,,6,10,,,,,3,4,,,3,3,,,,,12
1972-73,31,BAL,NBA,,11,,,,,,4,4,,,,,,,,,25
1973-74,32,SDA,ABA,,10,,2,,,,5,6,,,,,,,,,25
Career,,,TOT,,21,,,,,,21,22,,,,,,,,,45
,,,NBA,,21,,,,,,21,22,,,,,,,,,45
,,,ABA,,10,,2,,,,5,6,,,,,,,,,25
,,,,,,,,,,,,,,,,,,,,,
3 Seasons,,CIN,NBA,,14,,,,,,11,12,,,,,,,,,32
2 Seasons,,MIL,NBA,,21,,,,,,21,22,,,,,,,,,45
2 Seasons,,CHI,NBA,,15,,,,,,17,18,,,,,,,,,36
2 Seasons,,LAL,NBA,,13,,,,,,7,8,,,,,,,,,28
1 Season,,SDA,ABA,,10,,2,,,,5,6,,,,,,,,,25
1 Season,,BAL,NBA,,11,,,,,,4,4,,,,,,,,,25
