Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1978-79,24,DET,NBA,PG,5,40,-4,0.25,0,0,5.4,2.6,20.3,0,0,33.3,17.1,NA,-0.2,0,-0.2,-0.23,NA,-5.3,-1.1,-6.4,-0.1
Career,NA,,NBA,,5,40,-4,0.25,0,0,5.4,2.6,20.3,0,0,33.3,17.1,NA,-0.2,0,-0.2,-0.23,NA,-5.3,-1.1,-6.4,-0.1
