,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
2016-17,22,TOT,NBA,31:38,5,9,3,4,5,7,3,6,1,3,3,3,2,1,3,5,13,8.0
2016-17,22,NOP,NBA,18:58,4,5,3,4,1,1,2,4,0,3,3,1,1,0,2,4,11,8.0
2016-17,22,MEM,NBA,31:38,5,9,2,4,5,7,3,6,1,3,3,3,2,1,3,5,13,7.9
2017-18,23,MEM,NBA,34:34,11,16,6,10,6,10,6,7,2,6,7,6,3,1,4,4,31,23.0
2018-19,24,TOT,NBA,40:04,8,15,4,6,6,13,6,6,3,9,12,8,4,2,4,5,20,20.8
2018-19,24,MEM,NBA,29:44,7,12,3,6,6,10,2,4,3,3,5,4,2,1,3,4,17,16.4
2018-19,24,CHI,NBA,40:04,8,15,4,6,6,13,6,6,3,9,12,8,4,2,4,5,20,20.8
Career,,,,40:04,11,16,6,10,6,13,6,7,3,9,12,8,4,2,4,5,31,23.0
3 Seasons,,MEM,NBA,34:34,11,16,6,10,6,10,6,7,3,6,7,6,3,1,4,5,31,23.0
1 Season,,CHI,NBA,40:04,8,15,4,6,6,13,6,6,3,9,12,8,4,2,4,5,20,20.8
1 Season,,NOP,NBA,18:58,4,5,3,4,1,1,2,4,0,3,3,1,1,0,2,4,11,8.0
