Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2016-17,22,TOT,NBA,SG,14,5,236,3.8,8.8,0.431,1.1,4.3,0.25,2.7,4.6,0.6,2.1,3.4,0.636,0.2,2.3,2.4,2,0.9,0.2,1.8,2.7,10.8
2016-17,22,NOP,NBA,SG,3,3,47,3.8,6.1,0.625,3.1,5.4,0.571,0.8,0.8,1,1.5,3.1,0.5,0,3.8,3.8,0.8,1.5,0,2.3,4.6,12.3
2016-17,22,MEM,NBA,SG,11,2,189,3.8,9.5,0.4,0.6,4,0.143,3.2,5.5,0.586,2.3,3.4,0.667,0.2,1.9,2.1,2.3,0.8,0.2,1.7,2.3,10.5
2017-18,23,MEM,NBA,SG,35,9,692,6,14,0.431,2.5,6.3,0.402,3.5,7.6,0.456,2.3,3.1,0.746,0.8,2.1,2.9,3.4,0.9,0.3,2.8,3.1,16.9
2018-19,24,TOT,NBA,SG,75,13,1439,4.9,12.1,0.406,1.4,4.4,0.316,3.5,7.7,0.456,1.7,2.3,0.728,0.9,3.6,4.5,2.7,0.8,0.3,2,3.3,12.9
2018-19,24,MEM,NBA,SG,32,0,455,5.1,12.7,0.404,1.6,5,0.317,3.6,7.8,0.459,1.7,2.3,0.759,1.3,2.2,3.5,2.8,0.8,0.5,1.8,3.8,13.6
2018-19,24,CHI,NBA,SG,43,13,984,4.8,11.8,0.407,1.3,4.1,0.315,3.5,7.7,0.455,1.6,2.3,0.714,0.8,4.2,5,2.7,0.8,0.3,2,3,12.5
Career,NA,,NBA,,124,27,2367,5.1,12.3,0.416,1.7,4.9,0.343,3.4,7.4,0.465,1.9,2.6,0.723,0.8,3,3.8,2.9,0.9,0.3,2.2,3.2,13.8
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,MEM,NBA,,78,11,1336,5.4,12.9,0.419,1.9,5.6,0.35,3.5,7.4,0.471,2.1,2.9,0.736,0.9,2.1,3,3.1,0.9,0.3,2.3,3.2,14.9
1 season,NA,CHI,NBA,,43,13,984,4.8,11.8,0.407,1.3,4.1,0.315,3.5,7.7,0.455,1.6,2.3,0.714,0.8,4.2,5,2.7,0.8,0.3,2,3,12.5
1 season,NA,NOP,NBA,,3,3,47,3.8,6.1,0.625,3.1,5.4,0.571,0.8,0.8,1,1.5,3.1,0.5,0,3.8,3.8,0.8,1.5,0,2.3,4.6,12.3
