Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1981-82,23,LAL,NBA,PF,14,NA,19.9,2.4,4.6,0.516,0,0,NA,2.4,4.6,0.516,0.516,1.1,1.9,0.615,2.3,3.9,6.1,0.8,0.6,0.9,1.2,3.4,5.9
1982-83,24,LAL,NBA,PF,15,NA,25.1,3,5.3,0.57,0,0,NA,3,5.3,0.57,0.57,1.5,2.3,0.657,1.8,4.2,6,1.3,0.9,1.1,1.5,3.4,7.5
1983-84,25,LAL,NBA,PF,21,NA,20.4,2.9,4.4,0.652,0,0,NA,2.9,4.4,0.652,0.652,1,1.6,0.636,1.6,4.2,5.8,0.7,0.5,0.5,1,2.7,6.7
1984-85,26,LAL,NBA,PF,19,19,19.7,2.5,4.3,0.593,0,0,NA,2.5,4.3,0.593,0.593,1,1.5,0.679,2.2,4.6,6.8,0.9,0.9,0.5,1,2.7,6.1
1985-86,27,LAL,NBA,PF,14,14,19.1,1.9,3.2,0.6,0,0,NA,1.9,3.2,0.6,0.6,0.9,1.3,0.722,1.9,4.1,5.9,1,0.7,0.5,1.3,2.8,4.8
1986-87,28,LAL,NBA,PF,17,0,12.6,1.4,2.4,0.585,0,0,NA,1.4,2.4,0.585,0.585,1.8,2,0.912,0.9,3,3.9,0.5,0.5,0.2,0.8,2.5,4.6
1987-88,29,LAL,NBA,PF,19,6,9.8,1.1,1.8,0.618,0,0,NA,1.1,1.8,0.618,0.618,0.5,0.7,0.692,0.7,2,2.7,0.5,0.3,0.1,0.4,1.5,2.7
1989-90,31,PHO,NBA,PF,16,16,24.1,1.5,3.4,0.444,0,0.1,0,1.5,3.3,0.453,0.444,1.2,1.8,0.679,2.4,5.3,7.7,1.4,0.5,0.5,1.1,3.2,4.2
1990-91,32,PHO,NBA,PF,4,0,13.3,0.5,1.3,0.4,0,0,NA,0.5,1.3,0.4,0.4,0,0,NA,2,1.5,3.5,1,1.3,0.3,1,1.5,1
Career,NA,,NBA,,139,55,18.5,2,3.6,0.574,0,0,0,2,3.6,0.575,0.574,1.1,1.5,0.702,1.7,3.8,5.5,0.9,0.6,0.5,1,2.7,5.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 seasons,NA,LAL,NBA,,119,39,17.9,2.2,3.7,0.592,0,0,NA,2.2,3.7,0.592,0.592,1.1,1.6,0.706,1.6,3.7,5.3,0.8,0.6,0.5,1,2.7,5.4
2 seasons,NA,PHO,NBA,,20,16,21.9,1.3,3,0.441,0,0.1,0,1.3,2.9,0.448,0.441,1,1.4,0.679,2.4,4.5,6.9,1.3,0.7,0.5,1.1,2.9,3.6
