Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Alan Ogg,,0.5,0.3,0
Jason Collier,89.8,0.4,0.3,0
Mamadou N'Diaye,84.5,0.6,0.3,0
George Zídek,79.2,0.6,0.3,0
Hamed Haddadi,78.8,0.6,0.4,0
Kyrylo Fesenko,77.6,0.6,0.3,0
Matt Fish,76.9,0.4,0.2,0
Jabari Smith,76.4,0.5,0.2,0
Daniel Orton,72.7,0.5,0.3,0.3
Greg Dreiling,71.0,0.4,0.2,0.1
Shawnelle Scott,69.6,0.5,0.2,0.2
