Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1986-87,24,CLE,NBA,PF,80,80,2714,5.8,11.9,0.485,0,0,0,5.8,11.9,0.485,4,5.3,0.745,2.9,5.4,8.3,2,0.8,2.2,1.8,2.6,15.5
1987-88,25,CLE,NBA,PF,77,50,2106,5.4,11.3,0.477,0,0,0,5.4,11.3,0.477,3.6,4.8,0.756,2.7,5.9,8.6,1.8,1,2.5,1.8,3.5,14.4
1988-89,26,CLE,NBA,PF,82,10,2125,6,11.9,0.509,0,0.1,0.25,6,11.8,0.51,4,5.3,0.748,2.9,5.2,8.1,1.8,1.3,2.3,1.7,3.2,16.1
1989-90,27,CLE,NBA,PF,82,29,2776,6.8,13.9,0.493,0,0,NA,6.8,13.9,0.493,4.2,5.7,0.739,2.9,5.7,8.6,2.2,1.1,2.2,1.9,2.8,17.9
1990-91,28,CLE,NBA,C,43,14,1293,5.5,12,0.463,0,0,0,5.5,11.9,0.464,3,4.6,0.652,3.1,5,8.1,2.8,1,1.9,1.8,3.5,14.1
1991-92,29,CLE,NBA,C,80,12,2432,5,10,0.503,0,0.1,0,5,10,0.506,4,5.3,0.752,3.4,5.6,9,2.9,0.9,2.7,1.2,2.8,14.1
1992-93,30,CLE,NBA,C,67,13,2055,4.6,9.8,0.47,0,0,NA,4.6,9.8,0.47,3.7,5.2,0.716,2.2,5,7.3,2.7,0.8,1.8,2,3,12.9
1993-94,31,CLE,NBA,PF,76,72,2660,5.3,11.2,0.478,0,0,NA,5.3,11.2,0.478,3.4,4.7,0.728,2.8,5,7.8,2.6,1.1,1.8,1.9,3,14.1
1994-95,32,CLE,NBA,PF,74,73,2641,5,11,0.452,0,0.1,0.2,5,11,0.453,2.7,3.9,0.685,2.4,4.6,6.9,2.6,1.1,1.4,2,2.9,12.7
1995-96,33,PHO,NBA,C,62,58,1652,3.9,8.7,0.453,0,0,0,3.9,8.6,0.455,2.1,2.8,0.731,2.8,5.3,8.1,1.4,1,2,1.4,3.7,9.9
1996-97,34,PHO,NBA,C,68,66,2137,3.4,7,0.49,0,0,0,3.4,7,0.493,2.2,3.3,0.672,3,6.5,9.5,1.7,1.1,1.5,1.1,3,9.1
1997-98,35,PHO,NBA,C,71,30,1333,2.6,5.5,0.47,0,0,NA,2.6,5.5,0.47,1.8,2.5,0.699,2.9,5.5,8.4,1.3,0.9,1.6,0.8,3.7,6.9
1998-99,36,DAL,NBA,C,25,11,403,1,2.9,0.333,0,0,NA,1,2.9,0.333,0.6,0.9,0.7,3.2,4.2,7.4,1.3,1.2,1.6,1.2,4.4,2.6
Career,NA,,NBA,,887,518,26327,5,10.5,0.48,0,0,0.105,5,10.5,0.481,3.3,4.5,0.726,2.8,5.4,8.2,2.2,1,2,1.7,3.1,13.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9 seasons,NA,CLE,NBA,,661,353,20802,5.5,11.5,0.482,0,0,0.125,5.5,11.5,0.483,3.6,5,0.73,2.8,5.3,8.1,2.4,1,2.1,1.8,3,14.7
3 seasons,NA,PHO,NBA,,201,154,5122,3.4,7.1,0.472,0,0,0,3.4,7.1,0.473,2.1,3,0.696,2.9,5.8,8.8,1.5,1,1.7,1.1,3.4,8.8
1 season,NA,DAL,NBA,,25,11,403,1,2.9,0.333,0,0,NA,1,2.9,0.333,0.6,0.9,0.7,3.2,4.2,7.4,1.3,1.2,1.6,1.2,4.4,2.6
