,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1980-81,23,SAS,NBA,,11,,0,,,,8,11,,,,,,,,,27,
1981-82,24,TOT,NBA,,10,,0,,,,9,9,,,,,,,,,27,
1981-82,24,SAS,NBA,,9,,0,,,,5,6,,,,,,,,,20,
1981-82,24,CLE,NBA,,9,13,0,0,9,13,9,9,4,10,13,3,2,2,3,6,19,18.4
1981-82,24,KCK,NBA,,10,,0,,,,7,8,,,,,,,,,27,
1982-83,25,TOT,NBA,,7,14,1,,7,,7,7,,,,,,,,,18,
1982-83,25,KCK,NBA,,7,14,1,,7,,7,7,,,,,,,,,18,
1982-83,25,PHI,NBA,,7,14,0,0,7,14,4,4,,,8,2,,2,,6,16,
1983-84,26,NJN,NBA,,6,13,0,1,6,13,7,9,3,5,8,4,2,2,3,6,14,14.3
Career,,,,,11,,1,,,,9,11,,,,,,,,,27,
2 Seasons,,SAS,NBA,,11,,0,,,,8,11,,,,,,,,,27,
2 Seasons,,KCK,NBA,,10,,1,,,,7,8,,,,,,,,,27,
1 Season,,NJN,NBA,,6,13,0,1,6,13,7,9,3,5,8,4,2,2,3,6,14,14.3
1 Season,,PHI,NBA,,7,14,0,0,7,14,4,4,,,8,2,,2,,6,16,
1 Season,,CLE,NBA,,9,13,0,0,9,13,9,9,4,10,13,3,2,2,3,6,19,18.4
