Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1980-81,23,SAS,NBA,PF,7,NA,224,5.6,11.7,0.479,0,0,NA,5.6,11.7,0.479,3.1,4,0.76,2.4,3.1,5.5,2.6,0.6,0.8,1.6,4.3,14.3
1982-83,25,PHI,NBA,SF,5,NA,32,2.3,4.5,0.5,0,0,NA,2.3,4.5,0.5,2.3,2.3,1,0,0,0,3.4,1.1,0,3.4,5.6,6.8
1983-84,26,NJN,NBA,PF,7,NA,17,0,8.5,0,0,0,NA,0,8.5,0,10.6,12.7,0.833,2.1,8.5,10.6,0,0,2.1,8.5,4.2,10.6
Career,NA,,NBA,,19,NA,273,4.9,10.7,0.457,0,0,NA,4.9,10.7,0.457,3.4,4.4,0.788,2.1,3,5.1,2.5,0.7,0.8,2.2,4.5,13.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,NJN,NBA,,7,NA,17,0,8.5,0,0,0,NA,0,8.5,0,10.6,12.7,0.833,2.1,8.5,10.6,0,0,2.1,8.5,4.2,10.6
1 season,NA,SAS,NBA,,7,NA,224,5.6,11.7,0.479,0,0,NA,5.6,11.7,0.479,3.1,4,0.76,2.4,3.1,5.5,2.6,0.6,0.8,1.6,4.3,14.3
1 season,NA,PHI,NBA,,5,NA,32,2.3,4.5,0.5,0,0,NA,2.3,4.5,0.5,2.3,2.3,1,0,0,0,3.4,1.1,0,3.4,5.6,6.8
