,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2010-11,23,GSW,NBA,C,58,1030,,,,1%,99%,+5.7,+11.3,12,17,83,10,26,7,92,3,10
2011-12,24,TOT,NBA,C,61,1290,,,,12%,88%,+8.2,+12.4,15,13,95,13,53,5,127,9,26
2011-12,24,GSW,NBA,C,38,827,,,,12%,88%,+9.7,+17.9,8,9,64,8,28,2,69,6,15
2011-12,24,MIL,NBA,C,23,463,,,,11%,89%,+5.7,+6.4,7,4,31,5,25,3,58,3,11
2012-13,25,MIL,NBA,C,76,1312,,,,37%,63%,-2.2,-0.5,12,14,87,12,52,3,97,10,24
2013-14,26,MIL,NBA,PF,42,804,,,,68%,32%,-10.5,-1.9,14,5,50,11,16,2,73,1,15
2014-15,27,LAC,NBA,PF,33,128,,,1%,71%,28%,-3.2,-10.9,3,2,11,2,3,0,21,1,2
2017-18,30,UTA,NBA,C,63,810,,,,10%,90%,+4.3,-0.6,4,4,59,7,24,4,133,8,11
2018-19,31,UTA,NBA,C,51,320,,,,4%,97%,-3.6,-9.7,2,6,26,4,11,2,71,2,4
Career,,,NBA,,384,5694,,,,24%,76%,+1.2,+3.6,62,61,411,59,185,23,614,34,92
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,MIL,NBA,,141,2579,,,,42%,58%,-3.4,+0.3,33,23,168,28,93,8,228,14,50
2 seasons,,UTA,NBA,,114,1130,,,,8%,92%,+2.0,-3.2,6,10,85,11,35,6,204,10,15
2 seasons,,GSW,NBA,,96,1857,,,,6%,94%,+7.5,+14.2,20,26,147,18,54,9,161,9,25
1 season,,LAC,NBA,,33,128,,,1%,71%,28%,-3.2,-10.9,3,2,11,2,3,0,21,1,2
