Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2010-11,23,GSW,NBA,C,58,18,1030,3.4,7.8,0.437,0,0,NA,3.4,7.8,0.437,1.5,2.2,0.656,2.8,3.5,6.3,1.4,0.8,3,1.7,5,8.2
2011-12,24,TOT,NBA,C,61,11,1290,3.5,8.2,0.431,0,0.1,0,3.5,8.2,0.433,2.4,3.2,0.754,2.8,4.3,7.1,1.6,1.1,2.8,1.5,4.9,9.5
2011-12,24,GSW,NBA,C,38,6,827,3.6,8.1,0.443,0,0,NA,3.6,8.1,0.443,2,2.8,0.719,2.5,3.9,6.4,1.3,1.1,2.8,1.5,5,9.1
2011-12,24,MIL,NBA,C,23,5,463,3.5,8.6,0.409,0,0.2,0,3.5,8.4,0.417,3.1,3.9,0.8,3.3,5.1,8.3,2,1.2,2.9,1.4,4.6,10.1
2012-13,25,MIL,NBA,C,76,9,1312,3.2,7.4,0.435,0,0,0,3.2,7.4,0.437,2.4,3.3,0.748,3.1,3.8,6.9,1.2,1.1,2.3,1.2,3.8,8.9
2013-14,26,MIL,NBA,PF,42,14,804,2.6,6.4,0.399,0,0,NA,2.6,6.4,0.399,1.3,2.1,0.638,2.7,3.9,6.6,1.4,0.7,2,1.7,4.3,6.4
2014-15,27,LAC,NBA,PF,33,0,128,3.1,6.8,0.458,0,0,NA,3.1,6.8,0.458,2,2.5,0.778,2,5.3,7.3,2.3,2.3,2,2,5.6,8.2
2017-18,30,UTA,NBA,C,63,3,810,2.7,5.3,0.5,0,0,0,2.7,5.3,0.504,1.9,2.5,0.75,3,3.6,6.7,2.4,1.9,3.3,0.9,4.7,7.2
2018-19,31,UTA,NBA,C,51,1,320,5.6,8.1,0.694,0,0,NA,5.6,8.1,0.694,2.1,3.4,0.633,3,7.1,10.1,3.2,1.1,3.5,1.5,4.1,13.4
Career,NA,,NBA,,384,56,5694,3.3,7.2,0.453,0,0,0,3.3,7.2,0.455,2,2.8,0.718,2.9,4.1,7,1.6,1.1,2.7,1.4,4.5,8.6
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,MIL,NBA,,141,28,2579,3.1,7.3,0.42,0,0,0,3.1,7.2,0.422,2.2,3,0.736,3,4,7.1,1.4,1,2.3,1.4,4.1,8.3
2 seasons,NA,UTA,NBA,,114,4,1130,3.5,6.1,0.573,0,0,0,3.5,6.1,0.576,1.9,2.7,0.709,3,4.6,7.6,2.6,1.7,3.3,1.1,4.5,9
2 seasons,NA,GSW,NBA,,96,24,1857,3.5,7.9,0.44,0,0,NA,3.5,7.9,0.44,1.7,2.5,0.688,2.7,3.7,6.4,1.4,0.9,2.9,1.6,5,8.6
1 season,NA,LAC,NBA,,33,0,128,3.1,6.8,0.458,0,0,NA,3.1,6.8,0.458,2,2.5,0.778,2,5.3,7.3,2.3,2.3,2,2,5.6,8.2
