,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2012-13,25,MIL,NBA,C,4,54,,,,,100%,-13.0,+4.9,0,0,3,0,0,0,2,0,0
2014-15,27,LAC,NBA,PF,4,12,,,,82%,18%,+35.4,+34.8,0,0,1,0,0,0,0,0,0
2017-18,30,UTA,NBA,C,6,21,,,,9%,91%,-10.9,-9.5,0,1,1,0,0,0,0,0,0
2018-19,31,UTA,NBA,C,2,6,,,,,100%,-62.5,-55.1,0,0,0,0,0,0,0,0,0
Career,,,NBA,,16,93,,,,13%,87%,-9.5,+1.6,0,1,5,0,0,0,2,0,0
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,UTA,NBA,,8,27,,,,7%,93%,-22.3,-19.7,0,1,1,0,0,0,0,0,0
1 season,,LAC,NBA,,4,12,,,,82%,18%,+35.4,+34.8,0,0,1,0,0,0,0,0,0
1 season,,MIL,NBA,,4,54,,,,,100%,-13.0,+4.9,0,0,3,0,0,0,2,0,0
