Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1974-75,24,CHI,NBA,SG,48,NA,8.9,2.4,4.7,0.511,1,1.2,0.793,0.4,0.7,1.1,0.8,0.5,0,NA,1.1,5.8
1975-76,25,CHI,NBA,SG,58,NA,14.8,3.4,8.4,0.403,0.7,1,0.741,0.6,1.1,1.6,0.9,0.4,0,NA,1.7,7.5
1976-77,26,BOS,NBA,SG,25,NA,5.2,0.8,2.4,0.322,0.4,0.5,0.846,0.1,0.2,0.4,0.6,0.1,0,NA,0.8,2
1977-78,27,IND,NBA,SG,12,NA,7.2,1.2,3,0.389,0.2,0.3,0.667,0.5,0.5,1,0.7,0.2,0.1,0.5,1.3,2.5
Career,NA,,NBA,,143,NA,10.5,2.4,5.7,0.426,0.7,0.9,0.773,0.4,0.8,1.2,0.8,0.4,0,0.5,1.3,5.5
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,CHI,NBA,,106,NA,12.1,2.9,6.7,0.437,0.8,1.1,0.767,0.5,0.9,1.4,0.8,0.4,0,NA,1.4,6.7
1 season,NA,BOS,NBA,,25,NA,5.2,0.8,2.4,0.322,0.4,0.5,0.846,0.1,0.2,0.4,0.6,0.1,0,NA,0.8,2
1 season,NA,IND,NBA,,12,NA,7.2,1.2,3,0.389,0.2,0.3,0.667,0.5,0.5,1,0.7,0.2,0.1,0.5,1.3,2.5
