,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1974-75,24,CHI,NBA,,9,15,6,8,,,4,8,,,,6,20,
1975-76,25,CHI,NBA,,14,27,4,4,,,6,,,,,6,28,
1976-77,26,BOS,NBA,,4,10,4,4,,,3,2,,,,,10,
1977-78,27,IND,NBA,,6,10,2,2,,,3,3,,,,5,12,
Career,,,,,14,27,6,8,,,6,,,,,,28,
2 Seasons,,CHI,NBA,,14,27,6,8,,,6,,,,,6,28,
1 Season,,BOS,NBA,,4,10,4,4,,,3,2,,,,,10,
1 Season,,IND,NBA,,6,10,2,2,,,3,3,,,,5,12,
