,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2003-04,25,SAS,NBA,PG,7,62,.550,13.1,1.000,.100,.200,.350,.350,.000,.550,.500,.750,.286,.714,,.545,.000,0,,,,0,0
2005-06,27,SAC,NBA,PG,5,52,.308,11.7,1.000,.385,.000,.154,.462,.000,.308,.400,,.500,.167,,.000,.000,0,,,,0,0
2007-08,29,UTA,NBA,PG,2,6,.500,23.0,.500,.000,.000,.000,.500,.500,1.000,,,,1.000,.000,1.000,.000,0,,.000,,0,0
2008-09,30,DEN,NBA,PG,9,19,.500,17.0,1.000,.000,.000,.000,1.000,.000,.500,,,,.500,,.000,.000,0,,,,0,0
Career,,,NBA,,23,139,.459,13.3,.973,.189,.108,.243,.432,.027,.472,.429,.750,.333,.500,.000,.412,.000,0,,.000,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 season,,DEN,NBA,,9,19,.500,17.0,1.000,.000,.000,.000,1.000,.000,.500,,,,.500,,.000,.000,0,,,,0,0
1 season,,SAS,NBA,,7,62,.550,13.1,1.000,.100,.200,.350,.350,.000,.550,.500,.750,.286,.714,,.545,.000,0,,,,0,0
1 season,,SAC,NBA,,5,52,.308,11.7,1.000,.385,.000,.154,.462,.000,.308,.400,,.500,.167,,.000,.000,0,,,,0,0
1 season,,UTA,NBA,,2,6,.500,23.0,.500,.000,.000,.000,.500,.500,1.000,,,,1.000,.000,1.000,.000,0,,.000,,0,0
