Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2003-04,25,SAS,NBA,PG,7,0,62,6.4,11.6,0.55,0,0,NA,6.4,11.6,0.55,0,0,NA,0,1.7,1.7,0.6,2.9,0,0.6,2.9,12.8
2005-06,27,SAC,NBA,PG,5,0,52,2.8,9,0.308,0,0,NA,2.8,9,0.308,1.4,1.4,1,0.7,0.7,1.4,2.1,2.1,0,2.8,5.5,6.9
2007-08,29,UTA,NBA,PG,2,0,6,6,12,0.5,0,6,0,6,6,1,0,0,NA,0,0,0,0,0,0,0,0,12
2008-09,30,DEN,NBA,PG,9,0,19,1.9,3.8,0.5,0,0,NA,1.9,3.8,0.5,0,0,NA,0,5.7,5.7,9.5,3.8,1.9,1.9,9.5,3.8
Career,NA,,NBA,,23,0,139,4.4,9.6,0.459,0,0.3,0,4.4,9.3,0.472,0.5,0.5,1,0.3,1.8,2.1,2.3,2.6,0.3,1.6,4.7,9.3
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,DEN,NBA,,9,0,19,1.9,3.8,0.5,0,0,NA,1.9,3.8,0.5,0,0,NA,0,5.7,5.7,9.5,3.8,1.9,1.9,9.5,3.8
1 season,NA,SAS,NBA,,7,0,62,6.4,11.6,0.55,0,0,NA,6.4,11.6,0.55,0,0,NA,0,1.7,1.7,0.6,2.9,0,0.6,2.9,12.8
1 season,NA,SAC,NBA,,5,0,52,2.8,9,0.308,0,0,NA,2.8,9,0.308,1.4,1.4,1,0.7,0.7,1.4,2.1,2.1,0,2.8,5.5,6.9
1 season,NA,UTA,NBA,,2,0,6,6,12,0.5,0,6,0,6,6,1,0,0,NA,0,0,0,0,0,0,0,0,12
