Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1991-92,24,NJN,NBA,PF,4,0,77,10,27,0.37,0,1,0,10,26,0.385,0.37,7,11,0.636,9,15,24,8,1,2,7,18,27
1995-96,28,DET,NBA,PF,3,0,48,5,20,0.25,1,8,0.125,4,12,0.333,0.275,5,6,0.833,3,2,5,4,1,0,1,6,16
1996-97,29,DET,NBA,PF,5,4,196,24,55,0.436,9,26,0.346,15,29,0.517,0.518,2,4,0.5,4,31,35,7,6,0,4,14,59
1997-98,30,MIA,NBA,PF,2,0,11,1,5,0.2,1,4,0.25,0,1,0,0.3,1,2,0.5,0,3,3,0,0,0,0,3,4
1999-00,32,DET,NBA,PF,3,3,77,9,15,0.6,6,9,0.667,3,6,0.5,0.8,1,2,0.5,0,6,6,1,2,0,2,12,25
Career,NA,,NBA,,17,7,409,49,122,0.402,17,48,0.354,32,74,0.432,0.471,16,25,0.64,16,57,73,20,10,2,14,53,131
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,DET,NBA,,11,7,321,38,90,0.422,16,43,0.372,22,47,0.468,0.511,8,12,0.667,7,39,46,12,9,0,7,32,100
1 season,NA,NJN,NBA,,4,0,77,10,27,0.37,0,1,0,10,26,0.385,0.37,7,11,0.636,9,15,24,8,1,2,7,18,27
1 season,NA,MIA,NBA,,2,0,11,1,5,0.2,1,4,0.25,0,1,0,0.3,1,2,0.5,0,3,3,0,0,0,0,3,4
