Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1991-92,24,NJN,NBA,PF,4,0,77,4.7,12.6,0.37,0,0.5,0,4.7,12.2,0.385,3.3,5.1,0.636,4.2,7,11.2,3.7,0.5,0.9,3.3,8.4,12.6
1995-96,28,DET,NBA,PF,3,0,48,3.7,15,0.25,0.7,6,0.125,3,9,0.333,3.7,4.5,0.833,2.3,1.5,3.7,3,0.7,0,0.7,4.5,12
1996-97,29,DET,NBA,PF,5,4,196,4.4,10.1,0.436,1.7,4.8,0.346,2.8,5.3,0.517,0.4,0.7,0.5,0.7,5.7,6.4,1.3,1.1,0,0.7,2.6,10.8
1997-98,30,MIA,NBA,PF,2,0,11,3.3,16.4,0.2,3.3,13.1,0.25,0,3.3,0,3.3,6.5,0.5,0,9.8,9.8,0,0,0,0,9.8,13.1
1999-00,32,DET,NBA,PF,3,3,77,4.2,7,0.6,2.8,4.2,0.667,1.4,2.8,0.5,0.5,0.9,0.5,0,2.8,2.8,0.5,0.9,0,0.9,5.6,11.7
Career,NA,,NBA,,17,7,409,4.3,10.7,0.402,1.5,4.2,0.354,2.8,6.5,0.432,1.4,2.2,0.64,1.4,5,6.4,1.8,0.9,0.2,1.2,4.7,11.5
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,DET,NBA,,11,7,321,4.3,10.1,0.422,1.8,4.8,0.372,2.5,5.3,0.468,0.9,1.3,0.667,0.8,4.4,5.2,1.3,1,0,0.8,3.6,11.2
1 season,NA,NJN,NBA,,4,0,77,4.7,12.6,0.37,0,0.5,0,4.7,12.2,0.385,3.3,5.1,0.636,4.2,7,11.2,3.7,0.5,0.9,3.3,8.4,12.6
1 season,NA,MIA,NBA,,2,0,11,3.3,16.4,0.2,3.3,13.1,0.25,0,3.3,0,3.3,6.5,0.5,0,9.8,9.8,0,0,0,0,9.8,13.1
