Season,Team,Lg,Salary
2013-14,Los Angeles Clippers,NBA,"$1,149,000"
2014-15,Phoenix Suns,NBA,"$1,200,720"
2015-16,Detroit Pistons,NBA,"$1,252,440"
2016-17,Detroit Pistons,NBA,"$2,255,644"
2017-18,Detroit Pistons,NBA,"$2,500,000"
2018-19,Los Angeles Lakers,NBA,"$2,500,000"
Career,(may be incomplete),,"$10,857,804"
