,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2003-04,25,MIA,NBA,PF,10,138,,,2%,27%,71%,+8.4,+10.6,1,2,9,1,4,0,8,1,4
2005-06,27,CHI,NBA,PF,6,116,,,,64%,36%,-6.6,-6.7,2,6,9,2,1,0,17,1,2
2006-07,28,CHI,NBA,PF,5,34,,,,18%,82%,-37.3,-41.3,1,1,4,1,0,1,3,0,2
2007-08,29,DAL,NBA,PF,3,18,,,,60%,41%,-1.4,+9.6,0,0,2,0,0,0,0,0,0
2009-10,31,DEN,NBA,PF,4,11,,,,48%,52%,-4.8,-3.1,0,0,2,0,0,0,0,0,0
2010-11,32,ORL,NBA,PF,1,7,,,,,100%,-41.4,-44.6,0,0,1,0,0,0,0,0,0
Career,,,NBA,,29,324,,,1%,42%,58%,-3.8,-2.8,4,9,27,4,5,1,28,2,8
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,CHI,NBA,,11,150,,,,54%,46%,-13.6,-14.6,3,7,13,3,1,1,20,1,4
1 season,,MIA,NBA,,10,138,,,2%,27%,71%,+8.4,+10.6,1,2,9,1,4,0,8,1,4
1 season,,DEN,NBA,,4,11,,,,48%,52%,-4.8,-3.1,0,0,2,0,0,0,0,0,0
1 season,,DAL,NBA,,3,18,,,,60%,41%,-1.4,+9.6,0,0,2,0,0,0,0,0,0
1 season,,ORL,NBA,,1,7,,,,,100%,-41.4,-44.6,0,0,1,0,0,0,0,0,0
