,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2013-14,21,POR,NBA,SG,15,100,,2%,92%,6%,,-0.1,-4.1,1,2,6,0,2,0,15,1,2
2014-15,22,POR,NBA,SG,51,683,,23%,75%,2%,,-1.9,-7.4,8,2,38,1,7,4,93,2,2
2015-16,23,POR,NBA,SG,81,2105,,36%,62%,2%,,0.0,-1.7,21,21,96,8,42,3,234,11,14
2016-17,24,POR,NBA,SG,79,2254,,68%,32%,,,-3.1,-6.4,23,20,89,8,53,3,226,14,17
2017-18,25,BRK,NBA,SG,75,2197,12%,74%,15%,,,-2.9,+2.4,37,17,85,11,43,7,277,9,26
2018-19,26,BRK,NBA,SG,43,1133,1%,70%,28%,1%,,-1.4,-1.7,16,8,41,10,16,5,107,3,10
2019-20,27,TOT,NBA,SG,37,653,7%,54%,37%,2%,,-16.6,-11.5,5,6,29,2,7,2,81,2,7
2019-20,27,ATL,NBA,SG,28,522,9%,50%,39%,3%,,-15.4,-8.9,3,3,23,2,6,2,68,2,7
2019-20,27,MIN,NBA,SG,9,131,,70%,30%,1%,,-21.1,-17.3,2,3,6,0,1,0,13,0,0
Career,,,NBA,,381,9125,3%,57%,38%,1%,,-2.9,-3.0,111,76,384,40,170,24,1033,42,78
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,POR,NBA,,226,5142,,47%,51%,1%,,-1.6,-4.6,53,45,229,17,104,10,568,28,35
2 seasons,,BRK,NBA,,118,3330,8%,73%,19%,,,-2.4,+1.0,53,25,126,21,59,12,384,12,36
1 season,,ATL,NBA,,28,522,9%,50%,39%,3%,,-15.4,-8.9,3,3,23,2,6,2,68,2,7
1 season,,MIN,NBA,,9,131,,70%,30%,1%,,-21.1,-17.3,2,3,6,0,1,0,13,0,0
