,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2007-08,24,IND,NBA,C,3,11,,,,50%,50%,-0.2,+1.4,0,0,2,0,0,0,2,0,0
2008-09,25,TOT,NBA,C,2,13,,,,15%,85%,+3.7,+4.1,0,0,0,0,0,0,0,0,1
2008-09,25,PHO,NBA,C,1,2,,,,100%,,-25.0,-27.1,0,0,0,0,0,0,0,0,0
2008-09,25,NYK,NBA,C,1,11,,,,,100%,+8.7,+11.5,0,0,0,0,0,0,0,0,1
Career,,,NBA,,5,24,,,,31%,69%,+1.9,+2.8,0,0,2,0,0,0,2,0,1
,,,,,,,,,,,,,,,,,,,,,,
1 season,,IND,NBA,,3,11,,,,50%,50%,-0.2,+1.4,0,0,2,0,0,0,2,0,0
1 season,,NYK,NBA,,1,11,,,,,100%,+8.7,+11.5,0,0,0,0,0,0,0,0,1
1 season,,PHO,NBA,,1,2,,,,100%,,-25.0,-27.1,0,0,0,0,0,0,0,0,0
