Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2012-13,20,DEN,NBA,SG,38,428,13.8,0.597,0.355,0.257,1.6,7.4,4.6,15.5,2.2,0.2,15.9,20.4,NA,0.7,0.3,1,0.115,NA,-1.3,0,-1.4,0.1
2013-14,21,DEN,NBA,SG,76,1503,10.3,0.533,0.436,0.226,2.4,12.1,7.3,11.6,1.1,0.3,14.3,19.7,NA,0.6,0.8,1.4,0.043,NA,-2,-0.9,-2.9,-0.4
2014-15,22,ORL,NBA,SG,58,1661,12.4,0.546,0.391,0.256,1.9,8.7,5.2,11.5,1.2,0.1,11.4,19.7,NA,1.5,0.6,2.1,0.059,NA,-0.5,-1.3,-1.8,0.1
2015-16,23,ORL,NBA,SF,79,2566,14.6,0.587,0.42,0.256,1.4,8.4,4.9,12.8,1.9,0.1,11.4,20.1,NA,4,1.7,5.7,0.106,NA,0.1,-0.5,-0.3,1.1
2016-17,24,ORL,NBA,SG,68,2234,13.9,0.555,0.387,0.298,2.1,8.3,5.1,14.8,1.5,0.1,11.8,23.5,NA,1.7,1.1,2.8,0.059,NA,-0.2,-1.1,-1.3,0.4
2017-18,25,ORL,NBA,SF,57,1837,15.5,0.577,0.418,0.216,1.4,9.5,5.4,14.8,1.3,0.7,9.8,23.3,NA,2.4,0.9,3.3,0.087,NA,0.8,-1.4,-0.6,0.7
2018-19,26,ORL,NBA,SG,81,2553,12.3,0.536,0.421,0.159,1.6,9.4,5.4,17.6,1.4,0.4,11.9,22.1,NA,0.8,2.5,3.2,0.061,NA,-1.8,-0.6,-2.4,-0.3
2019-20,27,ORL,NBA,SG,61,1931,16.7,0.599,0.467,0.236,0.9,8.1,4.4,16.5,1.8,0.7,11.1,24.2,NA,2.7,1.7,4.4,0.11,NA,1.5,-0.3,1.2,1.6
Career,NA,,NBA,,518,14713,13.8,0.564,0.419,0.234,1.6,9,5.3,14.5,1.5,0.3,11.7,21.8,NA,14.4,9.4,23.9,0.078,NA,-0.3,-0.8,-1.1,3.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,ORL,NBA,,404,12782,14.2,0.567,0.419,0.234,1.5,8.7,5.1,14.8,1.5,0.3,11.3,22.1,NA,13.1,8.3,21.5,0.081,NA,-0.1,-0.8,-0.9,3.5
2 seasons,NA,DEN,NBA,,114,1931,11.1,0.547,0.418,0.233,2.2,11.1,6.7,12.4,1.4,0.3,14.7,19.9,NA,1.3,1.1,2.4,0.059,NA,-1.9,-0.7,-2.6,-0.3
