Season,Team,Lg,Salary
2012-13,Denver Nuggets,NBA,"$1,361,400"
2013-14,Denver Nuggets,NBA,"$1,422,720"
2014-15,Orlando Magic,NBA,"$1,483,920"
2015-16,Orlando Magic,NBA,"$2,288,205"
2016-17,Orlando Magic,NBA,"$17,000,000"
2017-18,Orlando Magic,NBA,"$17,000,000"
2018-19,Orlando Magic,NBA,"$17,000,000"
Career,(may be incomplete),,"$57,556,245"
