,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
2012-13,20,DEN,NBA,35:38,8,14,3,6,6,10,6,6,2,3,4,5,3,1,4,5,24,21.0
2013-14,21,DEN,NBA,44:08,9,21,6,10,6,12,7,8,3,7,8,6,3,2,7,6,27,25.1
2014-15,22,ORL,NBA,40:25,9,18,4,7,6,12,10,14,2,6,6,8,4,1,4,5,28,23.0
2015-16,23,ORL,NBA,46:13,12,21,5,11,8,15,12,15,2,6,7,8,5,1,5,6,30,24.6
2016-17,24,ORL,NBA,43:51,11,22,4,11,10,17,8,10,3,7,10,8,3,1,6,6,29,23.2
2017-18,25,ORL,NBA,40:48,12,22,6,12,10,18,9,10,3,7,9,5,5,2,5,5,32,26.5
2018-19,26,ORL,NBA,39:32,12,23,6,10,10,14,8,10,3,8,8,10,4,2,4,6,31,22.6
2019-20,27,ORL,NBA,39:10,13,23,6,12,9,15,12,14,3,7,7,9,4,2,7,6,32,24.3
Career,,,,46:13,13,23,6,12,10,18,12,15,3,8,10,10,5,2,7,6,32,26.5
6 Seasons,,ORL,NBA,46:13,13,23,6,12,10,18,12,15,3,8,10,10,5,2,7,6,32,26.5
2 Seasons,,DEN,NBA,44:08,9,21,6,10,6,12,7,8,3,7,8,6,3,2,7,6,27,25.1
